"gene","n_detected_iso","n_annotated_iso","frac_detected"
"ENSG00000145700",4,4,1
"ENSG00000145703",19,21,0.905
"ENSG00000145708",5,5,1
"ENSG00000145715",6,6,1
"ENSG00000145721",2,2,1
"ENSG00000145723",7,7,1
"ENSG00000145725",16,18,0.889
"ENSG00000145730",30,32,0.938
"ENSG00000145734",5,5,1
"ENSG00000145736",12,13,0.923
"ENSG00000145740",8,8,1
"ENSG00000145741",14,14,1
"ENSG00000145743",4,4,1
"ENSG00000145757",6,6,1
"ENSG00000145777",2,3,0.667
"ENSG00000145779",7,7,1
"ENSG00000145780",1,1,1
"ENSG00000145781",7,7,1
"ENSG00000145782",13,13,1
"ENSG00000145794",9,10,0.9
"ENSG00000145808",4,4,1
"ENSG00000145817",6,6,1
"ENSG00000145819",22,23,0.957
"ENSG00000145824",2,2,1
"ENSG00000145826",2,5,0.4
"ENSG00000145832",13,13,1
"ENSG00000145833",12,12,1
"ENSG00000145835",1,1,1
"ENSG00000145850",3,3,1
"ENSG00000145860",11,11,1
"ENSG00000145861",2,2,1
"ENSG00000145863",3,9,0.333
"ENSG00000145864",16,18,0.889
"ENSG00000145868",19,20,0.95
"ENSG00000145879",4,6,0.667
"ENSG00000145882",7,7,1
"ENSG00000145888",4,4,1
"ENSG00000145901",18,21,0.857
"ENSG00000145907",63,78,0.808
"ENSG00000145908",2,3,0.667
"ENSG00000145911",1,1,1
"ENSG00000145912",7,7,1
"ENSG00000145916",12,12,1
"ENSG00000145919",7,7,1
"ENSG00000145920",10,10,1
"ENSG00000145934",12,15,0.8
"ENSG00000145936",2,2,1
"ENSG00000145945",2,2,1
"ENSG00000145949",4,4,1
"ENSG00000145975",3,8,0.375
"ENSG00000145979",21,21,1
"ENSG00000145982",5,5,1
"ENSG00000145990",6,6,1
"ENSG00000145996",4,4,1
"ENSG00000146001",1,1,1
"ENSG00000146005",2,2,1
"ENSG00000146006",3,4,0.75
"ENSG00000146007",3,3,1
"ENSG00000146013",2,2,1
"ENSG00000146021",14,14,1
"ENSG00000146038",3,3,1
"ENSG00000146049",1,1,1
"ENSG00000146054",6,7,0.857
"ENSG00000146063",8,9,0.889
"ENSG00000146066",1,1,1
"ENSG00000146067",19,19,1
"ENSG00000146070",2,2,1
"ENSG00000146072",1,1,1
"ENSG00000146083",7,8,0.875
"ENSG00000146085",1,1,1
"ENSG00000146090",6,7,0.857
"ENSG00000146094",9,13,0.692
"ENSG00000146109",1,1,1
"ENSG00000146112",5,6,0.833
"ENSG00000146122",11,11,1
"ENSG00000146143",8,9,0.889
"ENSG00000146147",13,16,0.812
"ENSG00000146151",9,9,1
"ENSG00000146166",4,4,1
"ENSG00000146192",8,11,0.727
"ENSG00000146197",1,1,1
"ENSG00000146205",9,10,0.9
"ENSG00000146215",7,7,1
"ENSG00000146216",3,3,1
"ENSG00000146221",2,2,1
"ENSG00000146223",10,10,1
"ENSG00000146232",4,4,1
"ENSG00000146233",5,5,1
"ENSG00000146242",3,3,1
"ENSG00000146243",4,4,1
"ENSG00000146247",14,15,0.933
"ENSG00000146250",1,1,1
"ENSG00000146263",12,13,0.923
"ENSG00000146267",4,4,1
"ENSG00000146276",5,5,1
"ENSG00000146278",3,3,1
"ENSG00000146281",1,1,1
"ENSG00000146282",58,58,1
"ENSG00000146285",8,10,0.8
"ENSG00000146350",9,9,1
"ENSG00000146352",2,2,1
"ENSG00000146360",2,2,1
"ENSG00000146373",11,11,1
"ENSG00000146374",3,3,1
"ENSG00000146376",1,3,0.333
"ENSG00000146386",2,2,1
"ENSG00000146409",6,7,0.857
"ENSG00000146410",7,7,1
"ENSG00000146411",1,1,1
"ENSG00000146414",10,10,1
"ENSG00000146416",10,10,1
"ENSG00000146425",3,3,1
"ENSG00000146426",18,20,0.9
"ENSG00000146433",2,2,1
"ENSG00000146453",4,7,0.571
"ENSG00000146457",8,8,1
"ENSG00000146463",6,6,1
"ENSG00000146469",2,3,0.667
"ENSG00000146476",4,4,1
"ENSG00000146477",1,1,1
"ENSG00000146521",4,4,1
"ENSG00000146530",6,7,0.857
"ENSG00000146535",6,8,0.75
"ENSG00000146540",8,8,1
"ENSG00000146555",8,9,0.889
"ENSG00000146556",1,1,1
"ENSG00000146574",15,15,1
"ENSG00000146576",5,6,0.833
"ENSG00000146587",3,3,1
"ENSG00000146592",14,15,0.933
"ENSG00000146618",1,1,1
"ENSG00000146648",13,13,1
"ENSG00000146666",1,1,1
"ENSG00000146670",9,10,0.9
"ENSG00000146674",9,9,1
"ENSG00000146676",1,1,1
"ENSG00000146677",1,1,1
"ENSG00000146678",2,3,0.667
"ENSG00000146700",2,2,1
"ENSG00000146701",8,8,1
"ENSG00000146707",5,5,1
"ENSG00000146722",1,1,1
"ENSG00000146729",11,11,1
"ENSG00000146731",8,9,0.889
"ENSG00000146733",12,12,1
"ENSG00000146755",2,4,0.5
"ENSG00000146757",5,5,1
"ENSG00000146776",11,11,1
"ENSG00000146802",7,7,1
"ENSG00000146809",4,6,0.667
"ENSG00000146826",9,10,0.9
"ENSG00000146828",14,15,0.933
"ENSG00000146830",3,7,0.429
"ENSG00000146833",4,5,0.8
"ENSG00000146834",7,7,1
"ENSG00000146839",4,8,0.5
"ENSG00000146842",7,7,1
"ENSG00000146856",7,7,1
"ENSG00000146857",1,2,0.5
"ENSG00000146858",1,1,1
"ENSG00000146859",2,2,1
"ENSG00000146872",30,32,0.938
"ENSG00000146904",7,7,1
"ENSG00000146909",8,8,1
"ENSG00000146910",3,5,0.6
"ENSG00000146918",10,11,0.909
"ENSG00000146926",1,4,0.25
"ENSG00000146938",8,8,1
"ENSG00000146950",4,4,1
"ENSG00000146955",2,2,1
"ENSG00000146963",10,10,1
"ENSG00000146966",9,10,0.9
"ENSG00000147003",2,2,1
"ENSG00000147010",30,50,0.6
"ENSG00000147027",1,1,1
"ENSG00000147036",3,3,1
"ENSG00000147041",2,2,1
"ENSG00000147044",27,30,0.9
"ENSG00000147050",36,36,1
"ENSG00000147059",3,3,1
"ENSG00000147065",15,16,0.938
"ENSG00000147081",3,6,0.5
"ENSG00000147082",6,8,0.75
"ENSG00000147099",58,60,0.967
"ENSG00000147100",3,3,1
"ENSG00000147113",3,4,0.75
"ENSG00000147117",1,1,1
"ENSG00000147118",2,2,1
"ENSG00000147119",1,1,1
"ENSG00000147121",7,7,1
"ENSG00000147123",8,8,1
"ENSG00000147124",5,5,1
"ENSG00000147127",3,3,1
"ENSG00000147130",9,9,1
"ENSG00000147133",20,27,0.741
"ENSG00000147138",1,1,1
"ENSG00000147140",40,40,1
"ENSG00000147144",8,8,1
"ENSG00000147145",4,4,1
"ENSG00000147155",6,6,1
"ENSG00000147160",3,3,1
"ENSG00000147162",21,21,1
"ENSG00000147164",7,7,1
"ENSG00000147166",5,5,1
"ENSG00000147168",7,8,0.875
"ENSG00000147174",3,3,1
"ENSG00000147180",4,4,1
"ENSG00000147183",1,3,0.333
"ENSG00000147202",2,2,1
"ENSG00000147206",5,7,0.714
"ENSG00000147223",2,2,1
"ENSG00000147224",24,25,0.96
"ENSG00000147231",5,6,0.833
"ENSG00000147234",6,6,1
"ENSG00000147246",3,3,1
"ENSG00000147251",4,4,1
"ENSG00000147255",15,17,0.882
"ENSG00000147256",5,6,0.833
"ENSG00000147257",11,13,0.846
"ENSG00000147262",2,2,1
"ENSG00000147274",11,12,0.917
"ENSG00000147316",37,39,0.949
"ENSG00000147324",3,4,0.75
"ENSG00000147364",8,10,0.8
"ENSG00000147378",2,2,1
"ENSG00000147381",5,16,0.312
"ENSG00000147383",2,3,0.667
"ENSG00000147394",9,11,0.818
"ENSG00000147400",2,2,1
"ENSG00000147403",16,16,1
"ENSG00000147408",19,26,0.731
"ENSG00000147416",6,6,1
"ENSG00000147419",11,11,1
"ENSG00000147421",15,16,0.938
"ENSG00000147432",3,3,1
"ENSG00000147434",4,5,0.8
"ENSG00000147437",2,2,1
"ENSG00000147439",11,11,1
"ENSG00000147443",2,6,0.333
"ENSG00000147454",12,12,1
"ENSG00000147457",9,10,0.9
"ENSG00000147459",10,12,0.833
"ENSG00000147465",3,4,0.75
"ENSG00000147471",8,9,0.889
"ENSG00000147475",11,11,1
"ENSG00000147481",22,24,0.917
"ENSG00000147485",3,4,0.75
"ENSG00000147488",21,27,0.778
"ENSG00000147509",9,10,0.9
"ENSG00000147526",23,29,0.793
"ENSG00000147533",28,34,0.824
"ENSG00000147535",15,15,1
"ENSG00000147536",8,9,0.889
"ENSG00000147548",12,12,1
"ENSG00000147570",3,4,0.75
"ENSG00000147571",1,1,1
"ENSG00000147573",5,5,1
"ENSG00000147576",16,16,1
"ENSG00000147586",9,9,1
"ENSG00000147588",2,2,1
"ENSG00000147592",4,4,1
"ENSG00000147596",2,2,1
"ENSG00000147601",16,16,1
"ENSG00000147604",7,8,0.875
"ENSG00000147606",9,10,0.9
"ENSG00000147613",3,3,1
"ENSG00000147614",3,3,1
"ENSG00000147642",27,38,0.711
"ENSG00000147647",7,8,0.875
"ENSG00000147649",6,6,1
"ENSG00000147650",6,7,0.857
"ENSG00000147654",11,13,0.846
"ENSG00000147655",8,9,0.889
"ENSG00000147669",3,3,1
"ENSG00000147676",4,4,1
"ENSG00000147677",11,11,1
"ENSG00000147679",9,9,1
"ENSG00000147684",16,16,1
"ENSG00000147687",21,21,1
"ENSG00000147689",4,9,0.444
"ENSG00000147697",2,4,0.5
"ENSG00000147724",6,11,0.545
"ENSG00000147753",1,3,0.333
"ENSG00000147789",18,18,1
"ENSG00000147799",2,3,0.667
"ENSG00000147804",8,9,0.889
"ENSG00000147813",13,14,0.929
"ENSG00000147852",29,32,0.906
"ENSG00000147853",4,4,1
"ENSG00000147854",12,13,0.923
"ENSG00000147862",21,22,0.955
"ENSG00000147869",1,1,1
"ENSG00000147872",8,8,1
"ENSG00000147874",3,3,1
"ENSG00000147883",3,3,1
"ENSG00000147889",11,14,0.786
"ENSG00000147894",8,8,1
"ENSG00000147896",1,1,1
"ENSG00000147905",9,9,1
"ENSG00000147912",5,5,1
"ENSG00000147955",13,13,1
"ENSG00000147996",31,33,0.939
"ENSG00000148019",21,24,0.875
"ENSG00000148053",51,58,0.879
"ENSG00000148057",5,6,0.833
"ENSG00000148082",2,2,1
"ENSG00000148090",5,5,1
"ENSG00000148110",2,2,1
"ENSG00000148120",20,21,0.952
"ENSG00000148123",5,5,1
"ENSG00000148143",11,12,0.917
"ENSG00000148153",6,6,1
"ENSG00000148154",5,5,1
"ENSG00000148156",1,1,1
"ENSG00000148158",2,3,0.667
"ENSG00000148175",3,3,1
"ENSG00000148180",15,16,0.938
"ENSG00000148187",12,12,1
"ENSG00000148200",4,5,0.8
"ENSG00000148204",3,3,1
"ENSG00000148215",1,1,1
"ENSG00000148218",9,9,1
"ENSG00000148219",7,8,0.875
"ENSG00000148225",5,5,1
"ENSG00000148229",4,4,1
"ENSG00000148248",8,9,0.889
"ENSG00000148288",12,12,1
"ENSG00000148290",5,5,1
"ENSG00000148291",3,3,1
"ENSG00000148296",2,2,1
"ENSG00000148297",10,10,1
"ENSG00000148300",5,6,0.833
"ENSG00000148303",9,9,1
"ENSG00000148308",10,10,1
"ENSG00000148331",3,3,1
"ENSG00000148334",20,21,0.952
"ENSG00000148335",11,11,1
"ENSG00000148337",27,28,0.964
"ENSG00000148339",12,12,1
"ENSG00000148341",12,12,1
"ENSG00000148343",14,14,1
"ENSG00000148344",2,2,1
"ENSG00000148346",6,7,0.857
"ENSG00000148356",35,43,0.814
"ENSG00000148357",7,7,1
"ENSG00000148358",6,7,0.857
"ENSG00000148362",8,8,1
"ENSG00000148377",1,1,1
"ENSG00000148384",5,6,0.833
"ENSG00000148386",4,4,1
"ENSG00000148396",15,15,1
"ENSG00000148399",14,14,1
"ENSG00000148400",14,16,0.875
"ENSG00000148408",4,5,0.8
"ENSG00000148411",2,3,0.667
"ENSG00000148426",4,4,1
"ENSG00000148429",6,6,1
"ENSG00000148444",13,15,0.867
"ENSG00000148450",3,3,1
"ENSG00000148459",4,4,1
"ENSG00000148468",3,3,1
"ENSG00000148481",6,6,1
"ENSG00000148482",4,4,1
"ENSG00000148483",1,1,1
"ENSG00000148484",4,5,0.8
"ENSG00000148488",3,3,1
"ENSG00000148498",15,15,1
"ENSG00000148513",1,4,0.25
"ENSG00000148516",23,23,1
"ENSG00000148541",18,20,0.9
"ENSG00000148572",2,2,1
"ENSG00000148584",2,9,0.222
"ENSG00000148600",7,7,1
"ENSG00000148602",1,1,1
"ENSG00000148604",18,18,1
"ENSG00000148606",20,20,1
"ENSG00000148634",15,15,1
"ENSG00000148655",8,15,0.533
"ENSG00000148660",26,27,0.963
"ENSG00000148671",3,3,1
"ENSG00000148672",27,27,1
"ENSG00000148677",1,1,1
"ENSG00000148680",3,3,1
"ENSG00000148688",10,10,1
"ENSG00000148690",6,6,1
"ENSG00000148700",19,20,0.95
"ENSG00000148702",1,3,0.333
"ENSG00000148704",2,2,1
"ENSG00000148719",6,6,1
"ENSG00000148730",1,1,1
"ENSG00000148734",1,1,1
"ENSG00000148735",7,10,0.7
"ENSG00000148737",29,31,0.935
"ENSG00000148773",5,5,1
"ENSG00000148795",8,8,1
"ENSG00000148798",1,1,1
"ENSG00000148803",6,6,1
"ENSG00000148814",14,14,1
"ENSG00000148824",8,8,1
"ENSG00000148826",2,2,1
"ENSG00000148832",8,10,0.8
"ENSG00000148834",6,7,0.857
"ENSG00000148835",10,10,1
"ENSG00000148840",5,6,0.833
"ENSG00000148841",4,5,0.8
"ENSG00000148842",4,4,1
"ENSG00000148843",7,7,1
"ENSG00000148848",7,7,1
"ENSG00000148908",3,5,0.6
"ENSG00000148925",11,11,1
"ENSG00000148926",8,8,1
"ENSG00000148935",8,11,0.727
"ENSG00000148942",5,5,1
"ENSG00000148943",2,2,1
"ENSG00000148948",7,7,1
"ENSG00000148950",15,16,0.938
"ENSG00000148965",1,1,1
"ENSG00000148985",37,37,1
"ENSG00000149016",7,7,1
"ENSG00000149021",2,2,1
"ENSG00000149043",6,14,0.429
"ENSG00000149050",4,4,1
"ENSG00000149054",9,9,1
"ENSG00000149084",14,14,1
"ENSG00000149089",3,3,1
"ENSG00000149090",7,8,0.875
"ENSG00000149091",22,24,0.917
"ENSG00000149100",13,13,1
"ENSG00000149115",6,7,0.857
"ENSG00000149124",5,6,0.833
"ENSG00000149131",22,22,1
"ENSG00000149133",1,1,1
"ENSG00000149136",5,5,1
"ENSG00000149150",9,10,0.9
"ENSG00000149177",7,7,1
"ENSG00000149179",23,23,1
"ENSG00000149182",27,30,0.9
"ENSG00000149187",20,22,0.909
"ENSG00000149196",7,7,1
"ENSG00000149201",10,10,1
"ENSG00000149212",6,6,1
"ENSG00000149218",1,1,1
"ENSG00000149231",41,46,0.891
"ENSG00000149243",5,5,1
"ENSG00000149256",11,11,1
"ENSG00000149257",16,16,1
"ENSG00000149260",8,8,1
"ENSG00000149262",39,42,0.929
"ENSG00000149269",20,20,1
"ENSG00000149273",20,20,1
"ENSG00000149289",3,3,1
"ENSG00000149292",19,22,0.864
"ENSG00000149294",25,26,0.962
"ENSG00000149295",10,10,1
"ENSG00000149300",4,4,1
"ENSG00000149305",1,3,0.333
"ENSG00000149308",6,6,1
"ENSG00000149311",46,53,0.868
"ENSG00000149313",4,5,0.8
"ENSG00000149328",4,4,1
"ENSG00000149346",2,2,1
"ENSG00000149357",8,8,1
"ENSG00000149380",5,7,0.714
"ENSG00000149403",6,8,0.75
"ENSG00000149418",3,4,0.75
"ENSG00000149428",24,29,0.828
"ENSG00000149451",5,5,1
"ENSG00000149452",10,10,1
"ENSG00000149474",13,13,1
"ENSG00000149476",20,21,0.952
"ENSG00000149480",7,7,1
"ENSG00000149483",20,23,0.87
"ENSG00000149485",20,21,0.952
"ENSG00000149488",3,3,1
"ENSG00000149489",4,5,0.8
"ENSG00000149499",15,18,0.833
"ENSG00000149503",6,6,1
"ENSG00000149506",4,5,0.8
"ENSG00000149507",1,3,0.333
"ENSG00000149516",1,8,0.125
"ENSG00000149527",8,8,1
"ENSG00000149531",1,1,1
"ENSG00000149532",24,26,0.923
"ENSG00000149534",2,4,0.5
"ENSG00000149541",6,6,1
"ENSG00000149547",14,14,1
"ENSG00000149548",4,4,1
"ENSG00000149554",15,16,0.938
"ENSG00000149557",17,17,1
"ENSG00000149564",6,6,1
"ENSG00000149571",7,9,0.778
"ENSG00000149573",6,7,0.857
"ENSG00000149575",3,4,0.75
"ENSG00000149577",17,19,0.895
"ENSG00000149582",28,30,0.933
"ENSG00000149591",8,8,1
"ENSG00000149596",2,2,1
"ENSG00000149599",10,10,1
"ENSG00000149600",4,4,1
"ENSG00000149609",2,2,1
"ENSG00000149633",7,7,1
"ENSG00000149634",1,1,1
"ENSG00000149635",1,1,1
"ENSG00000149636",10,10,1
"ENSG00000149639",4,4,1
"ENSG00000149646",7,7,1
"ENSG00000149651",1,1,1
"ENSG00000149654",2,2,1
"ENSG00000149656",3,4,0.75
"ENSG00000149657",4,5,0.8
"ENSG00000149658",2,2,1
"ENSG00000149679",1,2,0.5
"ENSG00000149716",18,18,1
"ENSG00000149735",3,3,1
"ENSG00000149743",15,16,0.938
"ENSG00000149761",12,12,1
"ENSG00000149781",20,42,0.476
"ENSG00000149782",4,4,1
"ENSG00000149792",8,9,0.889
"ENSG00000149798",2,2,1
"ENSG00000149806",9,9,1
"ENSG00000149809",24,26,0.923
"ENSG00000149823",15,16,0.938
"ENSG00000149922",3,4,0.75
"ENSG00000149923",14,14,1
"ENSG00000149925",19,19,1
"ENSG00000149926",6,7,0.857
"ENSG00000149927",16,18,0.889
"ENSG00000149929",7,7,1
"ENSG00000149930",6,6,1
"ENSG00000149932",8,8,1
"ENSG00000149948",10,11,0.909
"ENSG00000149968",2,3,0.667
"ENSG00000149970",33,40,0.825
"ENSG00000149972",10,11,0.909
"ENSG00000150045",1,8,0.125
"ENSG00000150048",4,5,0.8
"ENSG00000150051",4,4,1
"ENSG00000150054",8,9,0.889
"ENSG00000150093",32,36,0.889
"ENSG00000150175",4,4,1
"ENSG00000150201",2,4,0.5
"ENSG00000150244",1,1,1
"ENSG00000150275",19,29,0.655
"ENSG00000150276",1,1,1
"ENSG00000150281",2,2,1
"ENSG00000150316",6,6,1
"ENSG00000150337",4,4,1
"ENSG00000150347",5,5,1
"ENSG00000150361",2,2,1
"ENSG00000150394",12,14,0.857
"ENSG00000150401",11,11,1
"ENSG00000150403",11,11,1
"ENSG00000150433",17,18,0.944
"ENSG00000150455",16,16,1
"ENSG00000150456",3,3,1
"ENSG00000150457",2,2,1
"ENSG00000150459",7,8,0.875
"ENSG00000150471",13,19,0.684
"ENSG00000150477",12,12,1
"ENSG00000150510",4,4,1
"ENSG00000150527",15,19,0.789
"ENSG00000150540",8,8,1
"ENSG00000150551",3,3,1
"ENSG00000150556",9,11,0.818
"ENSG00000150593",11,11,1
"ENSG00000150594",1,1,1
"ENSG00000150625",21,21,1
"ENSG00000150627",7,8,0.875
"ENSG00000150628",3,3,1
"ENSG00000150630",2,2,1
"ENSG00000150636",10,11,0.909
"ENSG00000150637",6,8,0.75
"ENSG00000150656",7,7,1
"ENSG00000150667",4,5,0.8
"ENSG00000150672",46,50,0.92
"ENSG00000150676",3,4,0.75
"ENSG00000150681",2,4,0.5
"ENSG00000150687",9,9,1
"ENSG00000150712",7,7,1
"ENSG00000150722",13,13,1
"ENSG00000150753",13,15,0.867
"ENSG00000150756",6,7,0.857
"ENSG00000150760",6,6,1
"ENSG00000150764",9,9,1
"ENSG00000150768",19,19,1
"ENSG00000150773",9,9,1
"ENSG00000150776",9,9,1
"ENSG00000150779",3,4,0.75
"ENSG00000150782",6,6,1
"ENSG00000150783",2,2,1
"ENSG00000150787",9,9,1
"ENSG00000150867",5,8,0.625
"ENSG00000150873",2,2,1
"ENSG00000150893",2,2,1
"ENSG00000150907",2,4,0.5
"ENSG00000150938",7,8,0.875
"ENSG00000150961",14,14,1
"ENSG00000150967",20,20,1
"ENSG00000150977",1,1,1
"ENSG00000150990",6,6,1
"ENSG00000150991",13,13,1
"ENSG00000150995",39,55,0.709
"ENSG00000151005",1,1,1
"ENSG00000151006",3,3,1
"ENSG00000151012",2,2,1
"ENSG00000151014",3,3,1
"ENSG00000151023",5,5,1
"ENSG00000151025",4,4,1
"ENSG00000151062",22,26,0.846
"ENSG00000151065",7,7,1
"ENSG00000151067",38,51,0.745
"ENSG00000151079",1,1,1
"ENSG00000151090",19,19,1
"ENSG00000151092",20,21,0.952
"ENSG00000151093",7,9,0.778
"ENSG00000151116",13,13,1
"ENSG00000151117",5,5,1
"ENSG00000151131",6,6,1
"ENSG00000151135",9,9,1
"ENSG00000151136",6,7,0.857
"ENSG00000151148",13,13,1
"ENSG00000151150",32,32,1
"ENSG00000151151",1,1,1
"ENSG00000151164",8,9,0.889
"ENSG00000151176",4,4,1
"ENSG00000151208",10,10,1
"ENSG00000151224",3,4,0.75
"ENSG00000151229",4,4,1
"ENSG00000151233",2,2,1
"ENSG00000151239",11,11,1
"ENSG00000151240",3,4,0.75
"ENSG00000151247",11,11,1
"ENSG00000151276",17,18,0.944
"ENSG00000151287",6,7,0.857
"ENSG00000151292",10,11,0.909
"ENSG00000151303",1,1,1
"ENSG00000151304",2,2,1
"ENSG00000151320",14,15,0.933
"ENSG00000151322",16,16,1
"ENSG00000151327",14,14,1
"ENSG00000151332",10,10,1
"ENSG00000151338",30,30,1
"ENSG00000151348",22,23,0.957
"ENSG00000151353",8,8,1
"ENSG00000151360",3,3,1
"ENSG00000151364",2,2,1
"ENSG00000151365",1,1,1
"ENSG00000151366",5,5,1
"ENSG00000151376",10,11,0.909
"ENSG00000151379",1,1,1
"ENSG00000151388",6,6,1
"ENSG00000151413",11,13,0.846
"ENSG00000151414",6,8,0.75
"ENSG00000151418",2,4,0.5
"ENSG00000151422",8,9,0.889
"ENSG00000151445",10,11,0.909
"ENSG00000151458",2,2,1
"ENSG00000151461",4,4,1
"ENSG00000151465",9,9,1
"ENSG00000151466",10,10,1
"ENSG00000151468",2,2,1
"ENSG00000151470",6,6,1
"ENSG00000151474",18,21,0.857
"ENSG00000151475",1,1,1
"ENSG00000151490",22,26,0.846
"ENSG00000151491",24,27,0.889
"ENSG00000151498",16,17,0.941
"ENSG00000151500",8,8,1
"ENSG00000151502",7,7,1
"ENSG00000151503",25,29,0.862
"ENSG00000151532",10,10,1
"ENSG00000151552",10,10,1
"ENSG00000151553",4,4,1
"ENSG00000151572",8,9,0.889
"ENSG00000151575",10,10,1
"ENSG00000151576",16,16,1
"ENSG00000151577",4,5,0.8
"ENSG00000151611",11,13,0.846
"ENSG00000151612",21,22,0.955
"ENSG00000151615",1,1,1
"ENSG00000151617",9,9,1
"ENSG00000151623",8,9,0.889
"ENSG00000151631",1,1,1
"ENSG00000151632",8,10,0.8
"ENSG00000151640",5,5,1
"ENSG00000151650",1,1,1
"ENSG00000151651",9,11,0.818
"ENSG00000151655",2,6,0.333
"ENSG00000151657",5,5,1
"ENSG00000151665",7,7,1
"ENSG00000151687",9,10,0.9
"ENSG00000151689",13,15,0.867
"ENSG00000151690",10,10,1
"ENSG00000151692",7,7,1
"ENSG00000151693",5,6,0.833
"ENSG00000151694",25,28,0.893
"ENSG00000151702",6,10,0.6
"ENSG00000151704",5,6,0.833
"ENSG00000151715",3,5,0.6
"ENSG00000151718",10,10,1
"ENSG00000151725",6,6,1
"ENSG00000151726",15,16,0.938
"ENSG00000151729",2,2,1
"ENSG00000151743",12,12,1
"ENSG00000151746",10,10,1
"ENSG00000151748",6,6,1
"ENSG00000151773",5,5,1
"ENSG00000151778",4,4,1
"ENSG00000151779",19,20,0.95
"ENSG00000151789",19,20,0.95
"ENSG00000151790",7,8,0.875
"ENSG00000151806",4,4,1
"ENSG00000151812",6,8,0.75
"ENSG00000151834",14,16,0.875
"ENSG00000151835",22,23,0.957
"ENSG00000151838",4,5,0.8
"ENSG00000151849",5,6,0.833
"ENSG00000151876",7,7,1
"ENSG00000151881",6,6,1
"ENSG00000151882",4,4,1
"ENSG00000151883",18,22,0.818
"ENSG00000151892",12,12,1
"ENSG00000151893",7,7,1
"ENSG00000151914",39,41,0.951
"ENSG00000151917",4,4,1
"ENSG00000151923",13,13,1
"ENSG00000151929",2,2,1
"ENSG00000151962",4,4,1
"ENSG00000151963",1,1,1
"ENSG00000151967",8,8,1
"ENSG00000152034",1,2,0.5
"ENSG00000152049",2,2,1
"ENSG00000152056",17,18,0.944
"ENSG00000152061",23,23,1
"ENSG00000152076",11,11,1
"ENSG00000152078",4,4,1
"ENSG00000152082",9,9,1
"ENSG00000152086",1,1,1
"ENSG00000152092",5,5,1
"ENSG00000152093",1,3,0.333
"ENSG00000152102",2,2,1
"ENSG00000152104",5,5,1
"ENSG00000152117",6,6,1
"ENSG00000152127",4,5,0.8
"ENSG00000152128",3,3,1
"ENSG00000152133",3,3,1
"ENSG00000152137",7,14,0.5
"ENSG00000152147",3,3,1
"ENSG00000152154",3,5,0.6
"ENSG00000152192",1,1,1
"ENSG00000152193",1,1,1
"ENSG00000152207",6,6,1
"ENSG00000152208",7,9,0.778
"ENSG00000152213",2,2,1
"ENSG00000152214",5,5,1
"ENSG00000152217",8,8,1
"ENSG00000152219",4,4,1
"ENSG00000152223",17,19,0.895
"ENSG00000152229",6,6,1
"ENSG00000152234",18,20,0.9
"ENSG00000152240",12,12,1
"ENSG00000152242",6,6,1
"ENSG00000152253",4,4,1
"ENSG00000152254",5,5,1
"ENSG00000152256",9,9,1
"ENSG00000152266",1,2,0.5
"ENSG00000152270",5,5,1
"ENSG00000152284",4,4,1
"ENSG00000152291",5,5,1
"ENSG00000152292",8,10,0.8
"ENSG00000152315",1,1,1
"ENSG00000152332",4,4,1
"ENSG00000152348",9,9,1
"ENSG00000152359",13,14,0.929
"ENSG00000152377",8,10,0.8
"ENSG00000152380",5,5,1
"ENSG00000152382",2,2,1
"ENSG00000152402",3,3,1
"ENSG00000152404",4,4,1
"ENSG00000152409",1,2,0.5
"ENSG00000152413",4,5,0.8
"ENSG00000152422",6,6,1
"ENSG00000152430",4,8,0.5
"ENSG00000152433",4,4,1
"ENSG00000152439",6,6,1
"ENSG00000152443",5,5,1
"ENSG00000152454",2,2,1
"ENSG00000152455",8,8,1
"ENSG00000152457",37,38,0.974
"ENSG00000152463",6,8,0.75
"ENSG00000152464",7,7,1
"ENSG00000152465",5,5,1
"ENSG00000152467",1,3,0.333
"ENSG00000152475",2,2,1
"ENSG00000152484",3,3,1
"ENSG00000152492",3,3,1
"ENSG00000152495",11,13,0.846
"ENSG00000152503",10,10,1
"ENSG00000152518",1,1,1
"ENSG00000152520",4,4,1
"ENSG00000152527",8,8,1
"ENSG00000152556",31,32,0.969
"ENSG00000152558",8,8,1
"ENSG00000152578",14,16,0.875
"ENSG00000152580",4,5,0.8
"ENSG00000152582",14,16,0.875
"ENSG00000152583",10,10,1
"ENSG00000152591",1,1,1
"ENSG00000152592",3,7,0.429
"ENSG00000152595",2,7,0.286
"ENSG00000152601",23,24,0.958
"ENSG00000152611",5,5,1
"ENSG00000152620",9,11,0.818
"ENSG00000152642",5,7,0.714
"ENSG00000152661",4,4,1
"ENSG00000152669",2,2,1
"ENSG00000152670",6,14,0.429
"ENSG00000152672",2,2,1
"ENSG00000152683",9,9,1
"ENSG00000152684",2,2,1
"ENSG00000152689",14,18,0.778
"ENSG00000152700",10,11,0.909
"ENSG00000152705",1,2,0.5
"ENSG00000152749",1,1,1
"ENSG00000152760",6,6,1
"ENSG00000152763",12,12,1
"ENSG00000152766",1,2,0.5
"ENSG00000152767",28,42,0.667
"ENSG00000152778",7,8,0.875
"ENSG00000152779",2,2,1
"ENSG00000152782",5,5,1
"ENSG00000152784",5,10,0.5
