"gene","n_detected_iso","n_annotated_iso","frac_detected"
"ENSG00000276651",1,1,1
"ENSG00000276653",1,1,1
"ENSG00000276662",1,1,1
"ENSG00000276663",1,1,1
"ENSG00000276668",1,1,1
"ENSG00000276670",1,1,1
"ENSG00000276672",1,1,1
"ENSG00000276673",1,1,1
"ENSG00000276674",1,1,1
"ENSG00000276691",1,1,1
"ENSG00000276698",1,1,1
"ENSG00000276702",1,1,1
"ENSG00000276704",1,1,1
"ENSG00000276710",1,1,1
"ENSG00000276717",1,1,1
"ENSG00000276718",1,1,1
"ENSG00000276724",1,1,1
"ENSG00000276727",1,1,1
"ENSG00000276728",1,1,1
"ENSG00000276735",1,1,1
"ENSG00000276740",1,1,1
"ENSG00000276742",1,1,1
"ENSG00000276744",1,1,1
"ENSG00000276746",1,1,1
"ENSG00000276747",1,1,1
"ENSG00000276754",1,1,1
"ENSG00000276757",1,1,1
"ENSG00000276763",1,1,1
"ENSG00000276768",1,1,1
"ENSG00000276771",1,1,1
"ENSG00000276772",1,1,1
"ENSG00000276778",1,1,1
"ENSG00000276786",1,1,1
"ENSG00000276790",1,1,1
"ENSG00000276791",1,1,1
"ENSG00000276807",1,1,1
"ENSG00000276809",1,1,1
"ENSG00000276810",1,1,1
"ENSG00000276823",1,1,1
"ENSG00000276831",1,1,1
"ENSG00000276832",1,1,1
"ENSG00000276839",1,1,1
"ENSG00000276840",1,1,1
"ENSG00000276842",1,1,1
"ENSG00000276845",1,1,1
"ENSG00000276846",1,1,1
"ENSG00000276850",3,5,0.6
"ENSG00000276851",1,1,1
"ENSG00000276853",1,1,1
"ENSG00000276855",1,1,1
"ENSG00000276863",1,1,1
"ENSG00000276867",1,1,1
"ENSG00000276888",1,1,1
"ENSG00000276890",1,1,1
"ENSG00000276898",1,1,1
"ENSG00000276900",1,1,1
"ENSG00000276903",1,1,1
"ENSG00000276916",1,1,1
"ENSG00000276925",1,1,1
"ENSG00000276931",1,1,1
"ENSG00000276934",1,1,1
"ENSG00000276945",1,1,1
"ENSG00000276950",1,4,0.25
"ENSG00000276952",1,1,1
"ENSG00000276956",1,1,1
"ENSG00000276957",1,1,1
"ENSG00000276958",1,1,1
"ENSG00000276963",1,1,1
"ENSG00000276966",1,1,1
"ENSG00000276968",1,1,1
"ENSG00000276972",1,1,1
"ENSG00000276975",1,1,1
"ENSG00000276984",1,1,1
"ENSG00000276988",1,1,1
"ENSG00000276993",1,1,1
"ENSG00000276997",6,6,1
"ENSG00000277001",1,1,1
"ENSG00000277007",1,1,1
"ENSG00000277009",1,1,1
"ENSG00000277010",1,1,1
"ENSG00000277011",1,1,1
"ENSG00000277013",1,1,1
"ENSG00000277017",1,1,1
"ENSG00000277020",2,2,1
"ENSG00000277022",1,1,1
"ENSG00000277027",1,1,1
"ENSG00000277035",1,1,1
"ENSG00000277039",1,1,1
"ENSG00000277040",1,1,1
"ENSG00000277047",4,43,0.093
"ENSG00000277051",1,1,1
"ENSG00000277067",2,3,0.667
"ENSG00000277072",1,1,1
"ENSG00000277075",1,1,1
"ENSG00000277081",1,1,1
"ENSG00000277083",2,2,1
"ENSG00000277087",1,1,1
"ENSG00000277095",1,1,1
"ENSG00000277103",1,1,1
"ENSG00000277109",1,1,1
"ENSG00000277112",1,1,1
"ENSG00000277117",1,1,1
"ENSG00000277118",1,1,1
"ENSG00000277125",1,1,1
"ENSG00000277127",1,1,1
"ENSG00000277128",2,3,0.667
"ENSG00000277130",1,1,1
"ENSG00000277135",1,1,1
"ENSG00000277142",1,1,1
"ENSG00000277143",1,1,1
"ENSG00000277144",1,1,1
"ENSG00000277147",1,1,1
"ENSG00000277149",3,3,1
"ENSG00000277151",1,1,1
"ENSG00000277152",1,1,1
"ENSG00000277157",1,1,1
"ENSG00000277159",1,1,1
"ENSG00000277161",3,3,1
"ENSG00000277168",1,1,1
"ENSG00000277170",1,1,1
"ENSG00000277171",1,1,1
"ENSG00000277173",1,1,1
"ENSG00000277182",1,1,1
"ENSG00000277186",1,1,1
"ENSG00000277199",2,2,1
"ENSG00000277200",1,1,1
"ENSG00000277209",1,1,1
"ENSG00000277211",1,1,1
"ENSG00000277214",1,1,1
"ENSG00000277215",4,6,0.667
"ENSG00000277218",1,1,1
"ENSG00000277223",1,1,1
"ENSG00000277224",1,1,1
"ENSG00000277232",2,2,1
"ENSG00000277233",1,1,1
"ENSG00000277235",1,1,1
"ENSG00000277241",1,1,1
"ENSG00000277245",1,1,1
"ENSG00000277246",1,1,1
"ENSG00000277247",1,1,1
"ENSG00000277250",1,1,1
"ENSG00000277253",1,1,1
"ENSG00000277258",6,7,0.857
"ENSG00000277260",1,1,1
"ENSG00000277265",1,1,1
"ENSG00000277268",7,7,1
"ENSG00000277270",7,9,0.778
"ENSG00000277277",1,1,1
"ENSG00000277283",1,1,1
"ENSG00000277287",1,1,1
"ENSG00000277288",1,2,0.5
"ENSG00000277290",1,1,1
"ENSG00000277297",1,1,1
"ENSG00000277299",1,1,1
"ENSG00000277301",1,1,1
"ENSG00000277310",1,1,1
"ENSG00000277311",1,1,1
"ENSG00000277313",1,1,1
"ENSG00000277320",1,1,1
"ENSG00000277322",1,1,1
"ENSG00000277324",1,1,1
"ENSG00000277327",1,1,1
"ENSG00000277332",3,3,1
"ENSG00000277340",1,1,1
"ENSG00000277342",1,1,1
"ENSG00000277349",1,1,1
"ENSG00000277350",2,3,0.667
"ENSG00000277351",1,1,1
"ENSG00000277363",9,9,1
"ENSG00000277368",1,1,1
"ENSG00000277369",1,1,1
"ENSG00000277371",1,1,1
"ENSG00000277373",1,1,1
"ENSG00000277382",1,1,1
"ENSG00000277383",1,1,1
"ENSG00000277385",1,1,1
"ENSG00000277386",1,1,1
"ENSG00000277396",1,1,1
"ENSG00000277399",2,3,0.667
"ENSG00000277412",1,1,1
"ENSG00000277413",1,1,1
"ENSG00000277422",2,2,1
"ENSG00000277423",1,1,1
"ENSG00000277425",1,1,1
"ENSG00000277435",1,1,1
"ENSG00000277440",1,1,1
"ENSG00000277443",1,1,1
"ENSG00000277446",1,1,1
"ENSG00000277447",1,1,1
"ENSG00000277448",1,1,1
"ENSG00000277449",1,1,1
"ENSG00000277450",1,1,1
"ENSG00000277452",1,1,1
"ENSG00000277453",1,1,1
"ENSG00000277459",1,1,1
"ENSG00000277462",1,1,1
"ENSG00000277463",1,1,1
"ENSG00000277467",1,1,1
"ENSG00000277476",1,1,1
"ENSG00000277479",1,1,1
"ENSG00000277481",1,1,1
"ENSG00000277482",1,1,1
"ENSG00000277483",1,1,1
"ENSG00000277486",1,1,1
"ENSG00000277491",1,1,1
"ENSG00000277494",1,1,1
"ENSG00000277496",1,1,1
"ENSG00000277498",1,1,1
"ENSG00000277500",1,1,1
"ENSG00000277501",2,2,1
"ENSG00000277504",1,1,1
"ENSG00000277505",1,1,1
"ENSG00000277506",1,1,1
"ENSG00000277510",1,1,1
"ENSG00000277511",1,1,1
"ENSG00000277513",1,1,1
"ENSG00000277514",1,1,1
"ENSG00000277515",1,1,1
"ENSG00000277527",2,5,0.4
"ENSG00000277531",1,1,1
"ENSG00000277534",1,1,1
"ENSG00000277543",1,1,1
"ENSG00000277544",1,1,1
"ENSG00000277545",1,1,1
"ENSG00000277548",1,1,1
"ENSG00000277550",1,1,1
"ENSG00000277556",1,1,1
"ENSG00000277558",1,1,1
"ENSG00000277559",1,1,1
"ENSG00000277561",1,1,1
"ENSG00000277562",1,1,1
"ENSG00000277566",1,1,1
"ENSG00000277575",1,1,1
"ENSG00000277578",1,1,1
"ENSG00000277579",1,1,1
"ENSG00000277581",1,1,1
"ENSG00000277586",2,2,1
"ENSG00000277587",1,1,1
"ENSG00000277589",1,1,1
"ENSG00000277591",1,1,1
"ENSG00000277595",1,1,1
"ENSG00000277597",1,1,1
"ENSG00000277598",1,1,1
"ENSG00000277602",1,1,1
"ENSG00000277605",1,1,1
"ENSG00000277610",1,1,1
"ENSG00000277611",1,1,1
"ENSG00000277618",1,1,1
"ENSG00000277619",1,1,1
"ENSG00000277621",1,1,1
"ENSG00000277628",1,1,1
"ENSG00000277631",9,9,1
"ENSG00000277632",2,3,0.667
"ENSG00000277639",2,2,1
"ENSG00000277646",1,1,1
"ENSG00000277651",1,1,1
"ENSG00000277654",7,9,0.778
"ENSG00000277655",1,1,1
"ENSG00000277661",1,3,0.333
"ENSG00000277662",1,1,1
"ENSG00000277668",1,1,1
"ENSG00000277675",1,1,1
"ENSG00000277677",1,1,1
"ENSG00000277684",1,1,1
"ENSG00000277687",1,1,1
"ENSG00000277692",1,1,1
"ENSG00000277693",2,3,0.667
"ENSG00000277694",1,1,1
"ENSG00000277695",1,1,1
"ENSG00000277701",8,8,1
"ENSG00000277702",1,1,1
"ENSG00000277708",1,1,1
"ENSG00000277715",1,1,1
"ENSG00000277720",1,1,1
"ENSG00000277721",1,1,1
"ENSG00000277728",1,1,1
"ENSG00000277734",1,1,1
"ENSG00000277737",1,1,1
"ENSG00000277738",1,1,1
"ENSG00000277740",1,1,1
"ENSG00000277741",1,1,1
"ENSG00000277744",1,1,1
"ENSG00000277748",1,1,1
"ENSG00000277749",1,1,1
"ENSG00000277758",3,3,1
"ENSG00000277763",1,1,1
"ENSG00000277764",1,1,1
"ENSG00000277767",1,1,1
"ENSG00000277769",1,1,1
"ENSG00000277774",1,1,1
"ENSG00000277775",1,1,1
"ENSG00000277778",1,1,1
"ENSG00000277782",1,1,1
"ENSG00000277791",6,6,1
"ENSG00000277794",1,1,1
"ENSG00000277795",1,1,1
"ENSG00000277797",1,1,1
"ENSG00000277801",1,1,1
"ENSG00000277806",1,1,1
"ENSG00000277809",1,1,1
"ENSG00000277825",1,1,1
"ENSG00000277829",1,1,1
"ENSG00000277831",1,1,1
"ENSG00000277837",1,1,1
"ENSG00000277840",1,1,1
"ENSG00000277851",1,1,1
"ENSG00000277855",1,1,1
"ENSG00000277858",1,1,1
"ENSG00000277859",1,1,1
"ENSG00000277862",1,1,1
"ENSG00000277863",1,1,1
"ENSG00000277865",1,1,1
"ENSG00000277867",1,1,1
"ENSG00000277869",1,1,1
"ENSG00000277870",2,3,0.667
"ENSG00000277873",1,1,1
"ENSG00000277876",1,1,1
"ENSG00000277878",1,1,1
"ENSG00000277879",1,1,1
"ENSG00000277882",1,1,1
"ENSG00000277883",1,1,1
"ENSG00000277893",1,1,1
"ENSG00000277895",1,1,1
"ENSG00000277900",1,1,1
"ENSG00000277901",1,1,1
"ENSG00000277911",1,1,1
"ENSG00000277918",1,1,1
"ENSG00000277922",1,1,1
"ENSG00000277925",1,1,1
"ENSG00000277930",2,2,1
"ENSG00000277935",1,1,1
"ENSG00000277938",1,1,1
"ENSG00000277945",1,1,1
"ENSG00000277948",1,1,1
"ENSG00000277950",1,1,1
"ENSG00000277952",1,1,1
"ENSG00000277954",1,1,1
"ENSG00000277957",1,1,1
"ENSG00000277958",1,1,1
"ENSG00000277959",1,1,1
"ENSG00000277965",1,1,1
"ENSG00000277969",1,1,1
"ENSG00000277971",1,1,1
"ENSG00000277972",3,3,1
"ENSG00000277975",1,1,1
"ENSG00000277978",1,1,1
"ENSG00000277981",1,1,1
"ENSG00000277984",1,1,1
"ENSG00000277987",3,4,0.75
"ENSG00000277991",7,7,1
"ENSG00000277997",1,1,1
"ENSG00000277998",1,1,1
"ENSG00000277999",1,1,1
"ENSG00000278000",1,1,1
"ENSG00000278001",1,1,1
"ENSG00000278002",1,1,1
"ENSG00000278004",1,1,1
"ENSG00000278011",1,1,1
"ENSG00000278012",1,1,1
"ENSG00000278013",1,1,1
"ENSG00000278017",1,1,1
"ENSG00000278022",1,1,1
"ENSG00000278023",14,14,1
"ENSG00000278035",1,1,1
"ENSG00000278040",1,1,1
"ENSG00000278041",1,1,1
"ENSG00000278044",1,1,1
"ENSG00000278045",1,1,1
"ENSG00000278052",1,1,1
"ENSG00000278053",8,8,1
"ENSG00000278054",1,1,1
"ENSG00000278057",2,4,0.5
"ENSG00000278058",1,1,1
"ENSG00000278060",1,1,1
"ENSG00000278068",1,1,1
"ENSG00000278071",1,1,1
"ENSG00000278075",1,1,1
"ENSG00000278077",1,1,1
"ENSG00000278083",1,1,1
"ENSG00000278084",1,1,1
"ENSG00000278085",1,2,0.5
"ENSG00000278090",6,9,0.667
"ENSG00000278095",1,1,1
"ENSG00000278097",1,1,1
"ENSG00000278099",1,1,1
"ENSG00000278107",1,1,1
"ENSG00000278112",1,1,1
"ENSG00000278122",1,1,1
"ENSG00000278126",1,1,1
"ENSG00000278129",1,1,1
"ENSG00000278133",2,2,1
"ENSG00000278146",1,1,1
"ENSG00000278147",1,1,1
"ENSG00000278153",1,1,1
"ENSG00000278156",3,3,1
"ENSG00000278158",1,1,1
"ENSG00000278171",1,1,1
"ENSG00000278175",38,44,0.864
"ENSG00000278177",1,1,1
"ENSG00000278192",1,1,1
"ENSG00000278193",1,1,1
"ENSG00000278195",1,2,0.5
"ENSG00000278196",1,1,1
"ENSG00000278200",1,1,1
"ENSG00000278202",1,1,1
"ENSG00000278205",1,1,1
"ENSG00000278206",1,1,1
"ENSG00000278213",1,1,1
"ENSG00000278214",1,1,1
"ENSG00000278218",1,1,1
"ENSG00000278224",3,6,0.5
"ENSG00000278226",1,1,1
"ENSG00000278231",1,1,1
"ENSG00000278233",1,1,1
"ENSG00000278236",1,1,1
"ENSG00000278238",1,1,1
"ENSG00000278239",1,1,1
"ENSG00000278249",1,1,1
"ENSG00000278250",1,1,1
"ENSG00000278254",4,4,1
"ENSG00000278255",1,1,1
"ENSG00000278259",26,27,0.963
"ENSG00000278273",1,1,1
"ENSG00000278275",1,2,0.5
"ENSG00000278276",1,1,1
"ENSG00000278291",1,1,1
"ENSG00000278292",1,1,1
"ENSG00000278299",1,1,1
"ENSG00000278301",1,1,1
"ENSG00000278305",1,1,1
"ENSG00000278311",9,9,1
"ENSG00000278313",1,1,1
"ENSG00000278318",2,5,0.4
"ENSG00000278330",2,2,1
"ENSG00000278338",1,2,0.5
"ENSG00000278341",1,1,1
"ENSG00000278344",1,1,1
"ENSG00000278351",1,1,1
"ENSG00000278356",1,1,1
"ENSG00000278367",1,1,1
"ENSG00000278370",1,1,1
"ENSG00000278376",1,1,1
"ENSG00000278382",1,1,1
"ENSG00000278383",1,1,1
"ENSG00000278385",1,1,1
"ENSG00000278389",1,1,1
"ENSG00000278390",6,6,1
"ENSG00000278396",1,1,1
"ENSG00000278399",1,1,1
"ENSG00000278400",1,1,1
"ENSG00000278408",1,1,1
"ENSG00000278410",1,1,1
"ENSG00000278413",1,1,1
"ENSG00000278416",1,1,1
"ENSG00000278419",1,1,1
"ENSG00000278431",1,1,1
"ENSG00000278434",1,1,1
"ENSG00000278456",1,1,1
"ENSG00000278459",1,1,1
"ENSG00000278462",1,1,1
"ENSG00000278463",1,1,1
"ENSG00000278464",3,3,1
"ENSG00000278467",1,1,1
"ENSG00000278469",1,1,1
"ENSG00000278472",1,1,1
"ENSG00000278475",1,1,1
"ENSG00000278477",1,1,1
"ENSG00000278480",1,1,1
"ENSG00000278484",1,1,1
"ENSG00000278486",1,1,1
"ENSG00000278492",1,1,1
"ENSG00000278493",1,1,1
"ENSG00000278496",1,1,1
"ENSG00000278498",1,1,1
"ENSG00000278499",1,1,1
"ENSG00000278505",2,2,1
"ENSG00000278513",1,1,1
"ENSG00000278514",1,1,1
"ENSG00000278518",1,1,1
"ENSG00000278522",2,3,0.667
"ENSG00000278530",2,3,0.667
"ENSG00000278531",1,1,1
"ENSG00000278532",1,1,1
"ENSG00000278535",8,8,1
"ENSG00000278537",1,1,1
"ENSG00000278540",21,23,0.913
"ENSG00000278543",1,1,1
"ENSG00000278546",1,1,1
"ENSG00000278552",1,1,1
"ENSG00000278558",6,7,0.857
"ENSG00000278570",4,4,1
"ENSG00000278572",1,1,1
"ENSG00000278576",1,1,1
"ENSG00000278588",1,1,1
"ENSG00000278590",1,1,1
"ENSG00000278595",1,1,1
"ENSG00000278599",1,1,1
"ENSG00000278600",1,1,1
"ENSG00000278601",1,1,1
"ENSG00000278603",1,1,1
"ENSG00000278607",3,4,0.75
"ENSG00000278611",4,4,1
"ENSG00000278615",3,3,1
"ENSG00000278616",1,1,1
"ENSG00000278619",2,2,1
"ENSG00000278621",1,1,1
"ENSG00000278626",1,1,1
"ENSG00000278627",1,1,1
"ENSG00000278630",1,1,1
"ENSG00000278631",1,1,1
"ENSG00000278637",1,1,1
"ENSG00000278638",1,1,1
"ENSG00000278642",1,1,1
"ENSG00000278643",1,1,1
"ENSG00000278654",1,1,1
"ENSG00000278655",1,1,1
"ENSG00000278662",3,3,1
"ENSG00000278664",1,1,1
"ENSG00000278665",1,1,1
"ENSG00000278668",1,1,1
"ENSG00000278677",1,1,1
"ENSG00000278683",1,1,1
"ENSG00000278685",2,3,0.667
"ENSG00000278698",1,1,1
"ENSG00000278700",1,1,1
"ENSG00000278701",1,1,1
"ENSG00000278702",1,1,1
"ENSG00000278703",1,1,1
"ENSG00000278705",1,1,1
"ENSG00000278709",2,2,1
"ENSG00000278713",1,1,1
"ENSG00000278716",1,1,1
"ENSG00000278719",1,1,1
"ENSG00000278720",1,1,1
"ENSG00000278722",1,1,1
"ENSG00000278727",1,1,1
"ENSG00000278730",1,1,1
"ENSG00000278732",1,1,1
"ENSG00000278733",1,1,1
"ENSG00000278734",1,1,1
"ENSG00000278737",1,1,1
"ENSG00000278740",1,1,1
"ENSG00000278743",1,1,1
"ENSG00000278745",1,1,1
"ENSG00000278746",1,1,1
"ENSG00000278761",1,1,1
"ENSG00000278763",1,1,1
"ENSG00000278765",1,1,1
"ENSG00000278766",2,3,0.667
"ENSG00000278768",3,3,1
"ENSG00000278769",1,1,1
"ENSG00000278770",1,1,1
"ENSG00000278771",1,1,1
"ENSG00000278774",1,1,1
"ENSG00000278778",1,1,1
"ENSG00000278784",1,1,1
"ENSG00000278790",1,1,1
"ENSG00000278794",1,1,1
"ENSG00000278797",1,1,1
"ENSG00000278802",1,1,1
"ENSG00000278803",1,1,1
"ENSG00000278811",2,2,1
"ENSG00000278816",1,1,1
"ENSG00000278818",1,1,1
"ENSG00000278825",1,1,1
"ENSG00000278828",2,2,1
"ENSG00000278829",1,1,1
"ENSG00000278831",1,1,1
"ENSG00000278834",1,1,1
"ENSG00000278840",1,1,1
"ENSG00000278842",1,1,1
"ENSG00000278845",2,2,1
"ENSG00000278861",1,1,1
"ENSG00000278862",1,1,1
"ENSG00000278863",1,1,1
"ENSG00000278864",1,1,1
"ENSG00000278867",1,1,1
"ENSG00000278869",1,1,1
"ENSG00000278872",1,1,1
"ENSG00000278873",1,1,1
"ENSG00000278875",1,1,1
"ENSG00000278876",1,1,1
"ENSG00000278877",1,1,1
"ENSG00000278878",1,1,1
"ENSG00000278879",1,1,1
"ENSG00000278881",2,2,1
"ENSG00000278884",1,1,1
"ENSG00000278886",1,1,1
"ENSG00000278890",1,1,1
"ENSG00000278891",1,1,1
"ENSG00000278893",1,1,1
"ENSG00000278894",1,1,1
"ENSG00000278895",1,1,1
"ENSG00000278896",1,1,1
"ENSG00000278897",1,1,1
"ENSG00000278898",1,1,1
"ENSG00000278899",1,1,1
"ENSG00000278900",1,1,1
"ENSG00000278901",1,1,1
"ENSG00000278902",1,1,1
"ENSG00000278903",15,15,1
"ENSG00000278905",1,1,1
"ENSG00000278908",1,1,1
"ENSG00000278909",1,1,1
"ENSG00000278910",4,5,0.8
"ENSG00000278911",1,1,1
"ENSG00000278912",1,1,1
"ENSG00000278913",1,1,1
"ENSG00000278915",1,1,1
"ENSG00000278916",1,1,1
"ENSG00000278917",1,1,1
"ENSG00000278918",1,1,1
"ENSG00000278920",1,1,1
"ENSG00000278921",2,2,1
"ENSG00000278922",1,1,1
"ENSG00000278923",1,1,1
"ENSG00000278924",1,1,1
"ENSG00000278925",1,1,1
"ENSG00000278926",1,1,1
"ENSG00000278928",1,1,1
"ENSG00000278929",1,1,1
"ENSG00000278931",1,1,1
"ENSG00000278932",11,18,0.611
"ENSG00000278933",1,1,1
"ENSG00000278934",1,1,1
"ENSG00000278935",1,1,1
"ENSG00000278936",1,2,0.5
"ENSG00000278941",1,1,1
"ENSG00000278942",1,1,1
"ENSG00000278943",1,1,1
"ENSG00000278946",1,1,1
"ENSG00000278948",1,1,1
"ENSG00000278949",1,1,1
"ENSG00000278950",1,1,1
"ENSG00000278952",1,1,1
"ENSG00000278953",1,1,1
"ENSG00000278954",1,1,1
"ENSG00000278957",1,1,1
"ENSG00000278959",1,1,1
"ENSG00000278961",1,1,1
"ENSG00000278962",1,1,1
"ENSG00000278963",1,1,1
"ENSG00000278964",1,1,1
"ENSG00000278965",1,1,1
"ENSG00000278966",2,2,1
"ENSG00000278967",1,1,1
"ENSG00000278969",1,1,1
"ENSG00000278970",2,2,1
"ENSG00000278971",1,1,1
"ENSG00000278972",1,1,1
"ENSG00000278973",1,1,1
"ENSG00000278974",1,1,1
"ENSG00000278975",1,1,1
"ENSG00000278977",1,1,1
"ENSG00000278979",1,1,1
"ENSG00000278981",1,1,1
"ENSG00000278982",1,1,1
"ENSG00000278983",1,1,1
"ENSG00000278985",1,1,1
"ENSG00000278986",1,1,1
"ENSG00000278987",1,1,1
"ENSG00000278988",1,1,1
"ENSG00000278989",1,1,1
"ENSG00000278991",1,1,1
"ENSG00000278993",1,1,1
"ENSG00000278994",1,1,1
"ENSG00000278995",1,1,1
"ENSG00000278996",1,1,1
"ENSG00000278997",1,1,1
"ENSG00000278998",1,1,1
"ENSG00000278999",1,1,1
"ENSG00000279000",1,2,0.5
"ENSG00000279002",1,1,1
"ENSG00000279005",1,1,1
"ENSG00000279006",1,1,1
"ENSG00000279012",1,1,1
"ENSG00000279015",1,1,1
"ENSG00000279017",1,1,1
"ENSG00000279019",1,1,1
"ENSG00000279020",1,1,1
"ENSG00000279021",1,1,1
"ENSG00000279022",1,1,1
"ENSG00000279024",1,1,1
"ENSG00000279025",1,1,1
"ENSG00000279026",1,1,1
"ENSG00000279028",1,1,1
"ENSG00000279029",1,1,1
"ENSG00000279030",1,1,1
"ENSG00000279031",1,1,1
"ENSG00000279033",1,1,1
"ENSG00000279034",1,1,1
"ENSG00000279035",1,1,1
"ENSG00000279036",1,1,1
"ENSG00000279039",1,1,1
"ENSG00000279041",1,1,1
"ENSG00000279042",1,1,1
"ENSG00000279043",1,1,1
"ENSG00000279044",1,1,1
"ENSG00000279046",1,1,1
"ENSG00000279047",3,6,0.5
"ENSG00000279048",1,1,1
"ENSG00000279050",1,1,1
"ENSG00000279056",1,1,1
"ENSG00000279057",1,1,1
"ENSG00000279058",1,1,1
"ENSG00000279059",1,1,1
"ENSG00000279061",1,1,1
"ENSG00000279062",1,1,1
"ENSG00000279064",1,1,1
"ENSG00000279066",1,1,1
"ENSG00000279067",1,1,1
"ENSG00000279068",2,2,1
"ENSG00000279069",1,1,1
"ENSG00000279070",1,1,1
"ENSG00000279071",1,1,1
"ENSG00000279072",1,6,0.167
"ENSG00000279073",1,2,0.5
"ENSG00000279074",1,1,1
"ENSG00000279077",1,1,1
"ENSG00000279078",1,1,1
"ENSG00000279080",1,1,1
"ENSG00000279082",4,24,0.167
"ENSG00000279083",1,1,1
"ENSG00000279085",1,1,1
"ENSG00000279086",1,1,1
"ENSG00000279088",1,1,1
"ENSG00000279089",1,1,1
"ENSG00000279090",1,1,1
"ENSG00000279091",1,1,1
"ENSG00000279092",1,1,1
"ENSG00000279094",3,3,1
"ENSG00000279095",1,1,1
"ENSG00000279096",1,2,0.5
"ENSG00000279097",1,1,1
"ENSG00000279098",1,1,1
"ENSG00000279099",1,1,1
"ENSG00000279100",1,1,1
"ENSG00000279103",1,1,1
"ENSG00000279104",1,1,1
"ENSG00000279106",1,1,1
"ENSG00000279107",1,1,1
"ENSG00000279108",1,1,1
"ENSG00000279110",1,1,1
"ENSG00000279111",1,1,1
"ENSG00000279113",1,1,1
"ENSG00000279114",1,1,1
"ENSG00000279117",1,1,1
"ENSG00000279118",1,1,1
"ENSG00000279121",1,1,1
"ENSG00000279122",1,1,1
"ENSG00000279123",1,1,1
"ENSG00000279125",1,1,1
"ENSG00000279127",1,1,1
"ENSG00000279128",1,1,1
"ENSG00000279129",2,2,1
"ENSG00000279130",1,1,1
"ENSG00000279133",1,1,1
"ENSG00000279134",1,1,1
"ENSG00000279135",1,1,1
"ENSG00000279137",1,1,1
"ENSG00000279138",1,1,1
"ENSG00000279140",1,1,1
"ENSG00000279141",2,2,1
"ENSG00000279142",1,1,1
"ENSG00000279143",1,1,1
"ENSG00000279144",1,1,1
"ENSG00000279145",1,1,1
"ENSG00000279146",1,1,1
"ENSG00000279147",1,1,1
"ENSG00000279148",1,1,1
"ENSG00000279149",1,1,1
"ENSG00000279152",1,1,1
"ENSG00000279153",1,1,1
"ENSG00000279154",1,1,1
"ENSG00000279155",1,1,1
"ENSG00000279159",1,1,1
"ENSG00000279161",1,1,1
"ENSG00000279162",1,1,1
"ENSG00000279164",1,1,1
"ENSG00000279165",1,1,1
"ENSG00000279166",1,1,1
"ENSG00000279168",1,2,0.5
"ENSG00000279169",2,2,1
"ENSG00000279170",6,6,1
"ENSG00000279174",1,1,1
"ENSG00000279175",1,1,1
"ENSG00000279176",1,1,1
"ENSG00000279179",1,1,1
"ENSG00000279180",1,1,1
"ENSG00000279182",1,1,1
"ENSG00000279186",1,1,1
"ENSG00000279187",1,1,1
"ENSG00000279189",1,1,1
"ENSG00000279190",1,1,1
"ENSG00000279193",1,1,1
"ENSG00000279196",1,1,1
"ENSG00000279197",1,1,1
"ENSG00000279198",1,1,1
"ENSG00000279199",1,1,1
"ENSG00000279200",1,1,1
"ENSG00000279201",1,2,0.5
"ENSG00000279202",1,1,1
"ENSG00000279203",1,1,1
"ENSG00000279204",1,1,1
"ENSG00000279205",1,1,1
"ENSG00000279206",1,1,1
"ENSG00000279207",1,1,1
"ENSG00000279208",1,1,1
"ENSG00000279211",1,1,1
"ENSG00000279212",1,1,1
"ENSG00000279214",1,1,1
"ENSG00000279217",1,1,1
"ENSG00000279218",1,1,1
"ENSG00000279220",3,3,1
"ENSG00000279221",1,1,1
"ENSG00000279222",1,1,1
"ENSG00000279225",1,1,1
"ENSG00000279227",1,1,1
"ENSG00000279228",1,1,1
"ENSG00000279231",1,1,1
"ENSG00000279232",2,2,1
"ENSG00000279233",1,1,1
"ENSG00000279235",1,1,1
"ENSG00000279236",1,1,1
"ENSG00000279237",1,1,1
"ENSG00000279240",1,1,1
"ENSG00000279243",3,4,0.75
"ENSG00000279245",1,1,1
"ENSG00000279246",1,1,1
"ENSG00000279248",1,1,1
"ENSG00000279249",58,85,0.682
"ENSG00000279250",1,1,1
"ENSG00000279251",1,1,1
"ENSG00000279253",1,1,1
"ENSG00000279254",1,1,1
"ENSG00000279255",1,1,1
"ENSG00000279259",1,1,1
"ENSG00000279261",1,2,0.5
"ENSG00000279262",1,1,1
"ENSG00000279263",1,1,1
"ENSG00000279265",1,1,1
"ENSG00000279266",1,1,1
"ENSG00000279267",1,1,1
"ENSG00000279268",1,1,1
"ENSG00000279269",1,1,1
"ENSG00000279271",1,1,1
"ENSG00000279273",1,1,1
"ENSG00000279275",1,1,1
"ENSG00000279277",3,3,1
"ENSG00000279278",1,1,1
"ENSG00000279281",1,1,1
"ENSG00000279283",1,1,1
"ENSG00000279286",2,2,1
"ENSG00000279288",1,1,1
"ENSG00000279289",1,1,1
"ENSG00000279294",1,1,1
"ENSG00000279295",1,1,1
"ENSG00000279296",1,1,1
"ENSG00000279297",1,1,1
"ENSG00000279298",1,1,1
"ENSG00000279299",1,1,1
"ENSG00000279300",1,1,1
"ENSG00000279302",1,1,1
"ENSG00000279304",1,1,1
"ENSG00000279305",1,1,1
"ENSG00000279306",1,1,1
"ENSG00000279307",1,1,1
