gene	H2	non_ase	H1
ENSG00000125885	no	yes	no
ENSG00000178021	no	yes	no
ENSG00000114978	no	yes	no
ENSG00000189350	no	yes	no
ENSG00000013297	no	yes	no
ENSG00000188051	no	yes	no
ENSG00000148584	no	yes	no
ENSG00000112218	no	yes	no
ENSG00000066032	no	yes	no
ENSG00000144481	no	yes	no
ENSG00000080007	no	yes	no
ENSG00000106603	no	yes	no
ENSG00000109158	no	yes	no
ENSG00000146038	no	yes	no
ENSG00000156218	no	yes	no
ENSG00000144820	no	yes	no
ENSG00000248483	no	yes	no
ENSG00000137033	no	yes	no
ENSG00000115221	no	yes	no
ENSG00000127955	no	yes	no
ENSG00000111816	no	yes	no
ENSG00000204267	no	yes	no
ENSG00000120437	no	yes	no
ENSG00000154438	no	yes	no
ENSG00000105223	no	yes	no
ENSG00000128311	no	yes	no
ENSG00000135299	no	yes	no
ENSG00000141469	no	yes	no
ENSG00000249948	no	yes	no
ENSG00000097021	no	yes	no
ENSG00000138767	no	yes	no
ENSG00000151687	no	yes	no
ENSG00000175857	no	yes	no
ENSG00000221836	no	yes	no
ENSG00000112425	no	yes	no
ENSG00000135374	no	yes	no
ENSG00000173769	no	yes	no
ENSG00000111331	no	yes	no
ENSG00000111335	no	yes	no
ENSG00000171094	no	yes	no
ENSG00000158560	no	yes	no
ENSG00000136425	no	yes	no
ENSG00000142230	no	yes	no
ENSG00000188162	no	yes	no
ENSG00000079112	no	yes	no
ENSG00000123600	no	yes	no
ENSG00000047578	no	yes	no
ENSG00000167971	no	yes	no
ENSG00000244067	no	yes	no
ENSG00000164683	no	yes	no
ENSG00000100346	no	yes	no
ENSG00000174807	no	yes	no
ENSG00000178075	no	yes	no
ENSG00000225968	no	yes	no
ENSG00000112303	no	yes	no
ENSG00000167757	no	yes	no
ENSG00000243955	no	yes	no
ENSG00000085185	no	yes	no
ENSG00000130635	no	yes	no
ENSG00000215784	no	yes	no
ENSG00000142798	no	yes	no
ENSG00000123338	no	yes	no
ENSG00000188906	no	yes	no
ENSG00000154227	no	yes	no
ENSG00000167995	no	yes	no
ENSG00000102452	no	yes	no
ENSG00000183248	no	yes	no
ENSG00000172375	no	yes	no
ENSG00000171791	no	yes	no
ENSG00000080644	no	yes	no
ENSG00000132170	no	yes	no
ENSG00000144119	no	yes	no
ENSG00000187037	no	yes	no
ENSG00000084674	no	yes	no
ENSG00000151743	no	yes	no
ENSG00000283526	no	yes	no
ENSG00000196517	no	yes	no
ENSG00000105281	no	yes	no
ENSG00000172399	no	yes	no
ENSG00000132436	no	yes	no
ENSG00000180316	no	yes	no
ENSG00000183378	no	yes	no
ENSG00000142102	no	yes	no
ENSG00000143473	no	yes	no
ENSG00000186526	no	yes	no
ENSG00000186790	no	yes	no
ENSG00000080561	no	yes	no
ENSG00000119782	no	yes	no
ENSG00000089159	no	yes	no
ENSG00000185950	no	yes	no
ENSG00000091513	yes	yes	no
ENSG00000198729	no	yes	no
ENSG00000043143	no	yes	no
ENSG00000197614	no	yes	no
ENSG00000075043	no	yes	no
ENSG00000102524	no	yes	no
ENSG00000164794	no	yes	no
ENSG00000166823	no	yes	no
ENSG00000105825	no	yes	no
ENSG00000144908	no	yes	no
ENSG00000173988	no	yes	no
ENSG00000197124	no	yes	no
ENSG00000103550	no	yes	no
ENSG00000137501	no	yes	no
ENSG00000160202	no	yes	no
ENSG00000188687	no	yes	no
ENSG00000163803	no	yes	no
ENSG00000058335	no	yes	no
ENSG00000086544	no	yes	no
ENSG00000131480	no	yes	no
ENSG00000165029	no	yes	no
ENSG00000090924	no	yes	no
ENSG00000183401	no	yes	no
ENSG00000103995	no	yes	no
ENSG00000016490	no	yes	no
ENSG00000180815	no	yes	no
ENSG00000095585	no	yes	no
ENSG00000157404	no	yes	no
ENSG00000164326	no	yes	no
ENSG00000278588	no	yes	no
ENSG00000107317	no	yes	no
ENSG00000127914	no	yes	no
ENSG00000135951	no	yes	no
ENSG00000162711	no	yes	no
ENSG00000185010	no	yes	no
ENSG00000125144	no	yes	no
ENSG00000115361	no	yes	no
ENSG00000123989	no	yes	no
ENSG00000138669	no	yes	no
ENSG00000143162	no	yes	no
ENSG00000178965	no	yes	no
ENSG00000113161	no	yes	no
ENSG00000099250	no	yes	no
ENSG00000151726	no	yes	no
ENSG00000182771	no	yes	no
ENSG00000100304	no	yes	no
ENSG00000162591	no	yes	no
ENSG00000125878	no	yes	no
ENSG00000181513	no	yes	no
ENSG00000182700	no	yes	no
ENSG00000147408	no	yes	no
ENSG00000281106	no	yes	no
ENSG00000175065	no	yes	no
ENSG00000157240	no	yes	no
ENSG00000168135	no	yes	no
ENSG00000148513	no	yes	no
ENSG00000248771	no	yes	no
ENSG00000112837	no	yes	no
ENSG00000091622	no	yes	no
ENSG00000107859	no	yes	no
ENSG00000107104	no	yes	no
ENSG00000112077	no	yes	no
ENSG00000169306	no	yes	no
ENSG00000167100	no	yes	no
ENSG00000106268	no	yes	no
ENSG00000183960	no	yes	no
ENSG00000189431	no	yes	no
ENSG00000163519	no	yes	no
ENSG00000171557	no	yes	no
ENSG00000172139	no	yes	no
ENSG00000163380	no	yes	no
ENSG00000155846	no	yes	no
ENSG00000170542	no	yes	no
ENSG00000137948	no	yes	no
ENSG00000145888	no	yes	no
ENSG00000153292	no	yes	no
ENSG00000170955	yes	yes	yes
ENSG00000183036	no	yes	no
ENSG00000185873	no	yes	no
ENSG00000169181	no	yes	no
ENSG00000182326	no	yes	no
ENSG00000182747	no	yes	no
ENSG00000114200	no	yes	no
ENSG00000196440	no	yes	no
ENSG00000108590	no	yes	no
ENSG00000143742	no	yes	no
ENSG00000153802	no	yes	no
ENSG00000105997	no	yes	no
ENSG00000064545	no	yes	no
ENSG00000132692	no	yes	no
ENSG00000154310	no	yes	yes
ENSG00000115414	no	yes	no
ENSG00000101981	no	yes	no
ENSG00000054690	no	yes	no
ENSG00000173930	no	yes	no
ENSG00000151967	no	yes	no
ENSG00000005302	no	yes	no
ENSG00000166441	no	yes	no
ENSG00000166927	no	yes	no
ENSG00000136014	no	yes	no
ENSG00000172985	no	yes	no
ENSG00000169710	no	yes	no
ENSG00000179958	no	yes	no
ENSG00000077514	no	yes	no
ENSG00000173157	no	yes	no
ENSG00000204020	no	yes	no
ENSG00000217442	no	yes	no
ENSG00000184999	no	yes	no
ENSG00000100604	no	yes	no
ENSG00000160957	no	yes	no
ENSG00000169247	no	yes	no
ENSG00000203724	no	yes	no
ENSG00000109861	no	yes	no
ENSG00000148335	no	yes	no
ENSG00000153551	no	yes	no
ENSG00000186393	no	yes	no
ENSG00000100024	no	yes	no
ENSG00000133874	no	yes	no
ENSG00000145779	no	yes	no
ENSG00000144040	no	yes	no
ENSG00000164488	no	yes	no
ENSG00000167791	no	yes	no
ENSG00000140280	no	yes	no
ENSG00000101298	no	yes	no
ENSG00000128284	no	yes	no
ENSG00000169340	no	yes	no
ENSG00000104154	no	yes	no
ENSG00000135205	no	yes	no
ENSG00000171223	no	yes	no
ENSG00000177181	no	yes	no
ENSG00000228198	no	yes	no
ENSG00000152402	no	yes	no
ENSG00000188649	no	yes	no
ENSG00000170848	no	yes	no
ENSG00000128283	no	yes	no
ENSG00000182253	no	yes	no
ENSG00000092068	no	yes	no
ENSG00000179832	no	yes	no
ENSG00000088827	no	yes	no
ENSG00000109072	no	yes	no
ENSG00000120539	no	yes	no
ENSG00000244588	no	yes	no
ENSG00000072182	no	yes	no
ENSG00000166796	no	yes	no
ENSG00000180828	no	yes	no
ENSG00000086991	no	yes	no
ENSG00000091583	no	yes	no
ENSG00000123240	no	yes	no
ENSG00000205413	no	yes	no
ENSG00000163534	no	yes	no
ENSG00000136159	no	yes	no
ENSG00000123358	no	yes	no
ENSG00000008197	no	yes	yes
ENSG00000165731	no	yes	no
ENSG00000114270	no	yes	no
ENSG00000117560	no	yes	no
ENSG00000152078	no	yes	no
ENSG00000169689	no	yes	no
ENSG00000170801	no	yes	no
ENSG00000182578	no	yes	no
ENSG00000064300	no	yes	no
ENSG00000122877	no	yes	no
ENSG00000138356	no	yes	no
ENSG00000101255	no	yes	no
ENSG00000123473	no	yes	no
ENSG00000102763	no	yes	no
ENSG00000105696	no	yes	no
ENSG00000153395	no	yes	no
ENSG00000162194	no	yes	no
ENSG00000181785	no	yes	no
ENSG00000183161	no	yes	no
ENSG00000124787	no	yes	no
ENSG00000162598	no	yes	no
ENSG00000101825	no	yes	no
ENSG00000196526	no	yes	no
ENSG00000175356	no	yes	no
ENSG00000182923	no	yes	no
ENSG00000153064	no	yes	no
ENSG00000196091	no	yes	no
ENSG00000123612	no	yes	no
ENSG00000135525	no	yes	no
ENSG00000140481	no	yes	no
ENSG00000179097	no	yes	no
ENSG00000181378	no	yes	no
ENSG00000187912	no	yes	no
ENSG00000184992	no	yes	no
ENSG00000146070	no	yes	no
ENSG00000185567	no	yes	no
ENSG00000182853	no	yes	no
ENSG00000187123	no	yes	no
ENSG00000146242	no	yes	no
ENSG00000101251	no	yes	no
ENSG00000164099	no	yes	no
ENSG00000134247	no	yes	no
ENSG00000147010	no	yes	no
ENSG00000164308	no	yes	no
ENSG00000172159	no	yes	no
ENSG00000169031	no	yes	no
ENSG00000125414	no	yes	no
ENSG00000196460	no	yes	no
ENSG00000181085	no	yes	no
ENSG00000215915	no	yes	no
ENSG00000152270	no	yes	no
ENSG00000036828	no	yes	no
ENSG00000108518	no	yes	no
ENSG00000115155	no	yes	no
ENSG00000129810	no	yes	no
ENSG00000176798	no	yes	no
ENSG00000108175	no	yes	no
ENSG00000116128	no	yes	no
ENSG00000119917	no	yes	no
ENSG00000129170	no	yes	no
ENSG00000146477	no	yes	no
ENSG00000151962	no	yes	no
ENSG00000197446	no	yes	no
ENSG00000108557	no	yes	no
ENSG00000165071	no	yes	no
ENSG00000178401	no	yes	no
ENSG00000132840	no	yes	no
ENSG00000139915	no	yes	no
ENSG00000256229	no	yes	no
ENSG00000141433	no	yes	no
ENSG00000145632	no	yes	no
ENSG00000184344	no	yes	no
ENSG00000101336	no	yes	no
ENSG00000116748	no	yes	no
ENSG00000000971	no	yes	no
ENSG00000094755	no	yes	no
ENSG00000204644	no	yes	no
ENSG00000145863	no	yes	no
ENSG00000027075	no	yes	no
ENSG00000005020	no	yes	no
ENSG00000167633	no	yes	no
ENSG00000184012	no	yes	no
ENSG00000258713	no	yes	no
ENSG00000166869	no	yes	no
ENSG00000197826	no	yes	no
ENSG00000155511	no	yes	no
ENSG00000094963	no	yes	no
ENSG00000112561	no	yes	no
ENSG00000145700	no	yes	no
ENSG00000183765	no	yes	no
ENSG00000250361	no	yes	no
ENSG00000174137	no	yes	no
ENSG00000214711	no	yes	no
ENSG00000164627	no	yes	no
ENSG00000163116	no	yes	no
ENSG00000182463	no	yes	no
ENSG00000007216	no	yes	no
ENSG00000164494	no	yes	no
ENSG00000166845	no	yes	no
ENSG00000198208	no	yes	no
ENSG00000214336	no	yes	no
ENSG00000197506	no	yes	no
ENSG00000104313	no	yes	no
ENSG00000109452	no	yes	no
ENSG00000138684	no	yes	no
ENSG00000143194	no	yes	no
ENSG00000054392	no	yes	no
ENSG00000243232	no	yes	no
ENSG00000197646	no	yes	no
ENSG00000064199	no	yes	no
ENSG00000177084	no	yes	no
ENSG00000204979	no	yes	no
ENSG00000132972	no	yes	no
ENSG00000160321	no	yes	no
ENSG00000168824	no	yes	no
ENSG00000180929	no	yes	no
ENSG00000236398	no	yes	no
ENSG00000112343	no	yes	no
ENSG00000124610	no	yes	no
ENSG00000174015	no	yes	no
ENSG00000130592	no	yes	no
ENSG00000205846	no	yes	no
ENSG00000181072	no	yes	no
ENSG00000155093	no	yes	no
ENSG00000134569	no	yes	no
ENSG00000213512	no	yes	no
ENSG00000240021	no	yes	no
ENSG00000242441	no	yes	no
ENSG00000277200	no	yes	no
ENSG00000162390	no	yes	no
ENSG00000221882	no	yes	no
ENSG00000126218	no	yes	no
ENSG00000110887	no	yes	no
ENSG00000134389	no	yes	no
ENSG00000184949	no	yes	no
ENSG00000106524	no	yes	no
ENSG00000116489	no	yes	no
ENSG00000173698	no	yes	no
ENSG00000129173	no	yes	no
ENSG00000134901	no	yes	no
ENSG00000168916	no	yes	no
ENSG00000144810	no	yes	no
ENSG00000176177	no	yes	no
ENSG00000147127	no	yes	no
ENSG00000197472	no	yes	no
ENSG00000019186	no	yes	no
ENSG00000257315	no	yes	no
ENSG00000119913	no	yes	no
ENSG00000154839	no	yes	no
ENSG00000065675	no	yes	no
ENSG00000197608	no	yes	no
ENSG00000130766	no	yes	no
ENSG00000197020	no	yes	no
ENSG00000266200	no	yes	no
ENSG00000013810	no	yes	no
ENSG00000131831	no	yes	no
ENSG00000168530	no	yes	no
ENSG00000236320	no	yes	no
ENSG00000064787	no	yes	no
ENSG00000115602	no	yes	no
ENSG00000205359	no	yes	no
ENSG00000120910	no	yes	no
ENSG00000167281	no	yes	no
ENSG00000184588	no	yes	no
ENSG00000120149	no	yes	no
ENSG00000058404	no	yes	no
ENSG00000008513	no	yes	no
ENSG00000248485	no	yes	no
ENSG00000151849	no	yes	no
ENSG00000171772	no	yes	no
ENSG00000091128	no	yes	no
ENSG00000100526	no	yes	no
ENSG00000178607	no	yes	no
ENSG00000120756	no	yes	no
ENSG00000132872	no	yes	no
ENSG00000203727	no	yes	no
ENSG00000232382	no	yes	no
ENSG00000182333	no	yes	no
ENSG00000182575	no	yes	no
ENSG00000166959	no	yes	no
ENSG00000170379	no	yes	no
ENSG00000107077	no	yes	no
ENSG00000100938	no	yes	no
ENSG00000198650	no	yes	no
ENSG00000101307	no	yes	no
ENSG00000165644	no	yes	no
ENSG00000165816	no	yes	no
ENSG00000152208	no	yes	no
ENSG00000197385	no	yes	no
ENSG00000103375	no	yes	no
ENSG00000131203	no	yes	no
ENSG00000169876	no	yes	no
ENSG00000162337	no	yes	no
ENSG00000136267	no	yes	no
ENSG00000016402	no	yes	no
ENSG00000124749	no	yes	no
ENSG00000118655	no	yes	no
ENSG00000162244	no	yes	no
ENSG00000186334	no	yes	no
ENSG00000226288	no	yes	no
ENSG00000133105	no	yes	no
ENSG00000102010	no	yes	no
ENSG00000145088	no	yes	no
ENSG00000165490	no	yes	no
ENSG00000170703	no	yes	no
ENSG00000140527	no	yes	no
ENSG00000172260	no	yes	no
ENSG00000064309	no	yes	no
ENSG00000077063	no	yes	no
ENSG00000178796	no	yes	no
ENSG00000198732	no	yes	no
ENSG00000181577	no	yes	no
ENSG00000118514	no	yes	no
ENSG00000061656	no	yes	no
ENSG00000160862	no	yes	no
ENSG00000121898	no	yes	no
ENSG00000164758	no	yes	no
ENSG00000110675	no	yes	no
ENSG00000215529	no	yes	no
ENSG00000196172	no	yes	no
ENSG00000160803	no	yes	no
ENSG00000163923	no	yes	no
ENSG00000261949	no	yes	no
ENSG00000088726	no	yes	no
ENSG00000260314	no	yes	no
ENSG00000162512	no	yes	no
ENSG00000215009	no	yes	no
ENSG00000176294	no	yes	no
ENSG00000106484	no	yes	no
ENSG00000156869	no	yes	no
ENSG00000100116	no	yes	no
ENSG00000127507	no	yes	no
ENSG00000123096	no	yes	no
ENSG00000123609	no	yes	no
ENSG00000149212	no	yes	no
ENSG00000151834	no	yes	no
ENSG00000254402	no	yes	no
ENSG00000132530	no	yes	no
ENSG00000255804	no	yes	no
ENSG00000088538	no	yes	no
ENSG00000214367	no	yes	no
ENSG00000151882	no	yes	no
ENSG00000155052	no	yes	no
ENSG00000109771	no	yes	no
ENSG00000132334	no	yes	no
ENSG00000141293	no	yes	no
ENSG00000185885	no	yes	no
ENSG00000122584	no	yes	no
ENSG00000167077	no	yes	no
ENSG00000155849	no	yes	no
ENSG00000001460	no	yes	no
ENSG00000168404	no	yes	no
ENSG00000069431	no	yes	no
ENSG00000198918	no	yes	no
ENSG00000054277	no	yes	no
ENSG00000113263	no	yes	no
ENSG00000255274	no	yes	no
ENSG00000178409	no	yes	no
ENSG00000185974	no	yes	no
ENSG00000154646	no	yes	no
ENSG00000156265	no	yes	no
ENSG00000163254	no	yes	no
ENSG00000160284	no	yes	no
ENSG00000187918	no	yes	no
ENSG00000103966	no	yes	no
ENSG00000171621	no	yes	no
ENSG00000235162	yes	yes	yes
ENSG00000151655	no	yes	no
ENSG00000021852	no	yes	no
ENSG00000176230	no	yes	no
ENSG00000213614	no	yes	no
ENSG00000119125	no	yes	no
ENSG00000117598	no	yes	no
ENSG00000179455	no	yes	no
ENSG00000196083	no	yes	no
ENSG00000163026	no	yes	no
ENSG00000115109	no	yes	no
ENSG00000147604	no	yes	no
ENSG00000155926	no	yes	no
ENSG00000174946	no	yes	no
ENSG00000100565	no	yes	no
ENSG00000182652	no	yes	no
ENSG00000167034	no	yes	no
ENSG00000183971	no	yes	no
ENSG00000187775	no	yes	no
ENSG00000137310	no	yes	no
ENSG00000104413	no	yes	no
ENSG00000114480	no	yes	yes
ENSG00000136040	yes	yes	no
ENSG00000226742	no	yes	no
ENSG00000163810	no	yes	no
ENSG00000182566	no	yes	no
ENSG00000175520	no	yes	no
ENSG00000184166	no	yes	no
ENSG00000069667	no	yes	no
ENSG00000135722	no	yes	no
ENSG00000187860	no	yes	no
ENSG00000250479	no	yes	no
ENSG00000172738	no	yes	no
ENSG00000270757	no	yes	no
ENSG00000137441	no	yes	no
ENSG00000129911	no	yes	no
ENSG00000184937	no	yes	no
ENSG00000176222	no	yes	no
ENSG00000162621	no	yes	no
ENSG00000074771	no	yes	no
ENSG00000168621	no	yes	no
ENSG00000198912	no	yes	no
ENSG00000082074	no	yes	no
ENSG00000143590	no	yes	no
ENSG00000102935	no	yes	no
ENSG00000105398	no	yes	no
ENSG00000115306	no	yes	no
ENSG00000116729	no	yes	no
ENSG00000112038	no	yes	no
ENSG00000049768	no	yes	no
ENSG00000166049	no	yes	no
ENSG00000113600	no	yes	no
ENSG00000259207	no	yes	no
ENSG00000161618	no	yes	no
ENSG00000168491	no	yes	no
ENSG00000113905	no	yes	no
ENSG00000156925	no	yes	no
ENSG00000134317	no	yes	no
ENSG00000240303	no	yes	no
ENSG00000250673	no	yes	no
ENSG00000147526	no	yes	no
ENSG00000171552	no	yes	no
ENSG00000182698	no	yes	no
ENSG00000143469	no	yes	no
ENSG00000001036	no	yes	no
ENSG00000115380	no	yes	no
ENSG00000186075	no	yes	no
ENSG00000162430	no	yes	no
ENSG00000101224	no	yes	no
ENSG00000118733	no	yes	no
ENSG00000162510	no	yes	no
ENSG00000181666	no	yes	no
ENSG00000181804	no	yes	no
ENSG00000186094	no	yes	no
ENSG00000120708	no	yes	no
ENSG00000137124	no	yes	no
ENSG00000213949	no	yes	no
ENSG00000109943	no	yes	no
ENSG00000164270	no	yes	no
ENSG00000174898	no	yes	no
ENSG00000230054	no	yes	no
ENSG00000164694	no	yes	no
ENSG00000169427	no	yes	no
ENSG00000074803	no	yes	no
ENSG00000105559	no	yes	no
ENSG00000006788	no	yes	no
ENSG00000145332	no	yes	no
ENSG00000151413	no	yes	no
ENSG00000113946	no	yes	no
ENSG00000167779	no	yes	no
ENSG00000077984	no	yes	no
ENSG00000118298	no	yes	no
ENSG00000289731	no	yes	no
ENSG00000149554	no	yes	no
ENSG00000150054	no	yes	no
ENSG00000110799	no	yes	no
ENSG00000118849	no	yes	no
ENSG00000110079	no	yes	no
ENSG00000187193	no	yes	no
ENSG00000198354	no	yes	no
ENSG00000004809	no	yes	no
ENSG00000134216	no	yes	no
ENSG00000183579	no	yes	no
ENSG00000132561	no	yes	no
ENSG00000118432	yes	yes	no
ENSG00000086619	no	yes	no
ENSG00000166349	no	yes	no
ENSG00000186074	no	yes	no
ENSG00000204347	no	yes	no
ENSG00000166947	no	yes	no
ENSG00000129437	no	yes	no
ENSG00000179172	no	yes	no
ENSG00000204060	no	yes	no
ENSG00000117400	no	yes	no
ENSG00000182050	no	yes	no
ENSG00000206559	no	yes	no
ENSG00000160949	no	yes	no
ENSG00000042832	no	yes	no
ENSG00000189108	no	yes	no
ENSG00000139890	no	yes	no
ENSG00000100478	no	yes	no
ENSG00000187510	no	yes	no
ENSG00000267561	no	yes	no
ENSG00000075618	no	yes	no
ENSG00000083307	no	yes	no
ENSG00000196550	no	yes	no
ENSG00000105088	no	yes	no
ENSG00000204671	no	yes	no
ENSG00000212993	no	yes	no
ENSG00000174740	no	yes	no
ENSG00000119535	no	yes	no
ENSG00000127586	no	yes	no
ENSG00000165025	no	yes	no
ENSG00000183742	no	yes	no
ENSG00000100012	no	yes	no
ENSG00000140015	no	yes	no
ENSG00000153446	no	yes	no
ENSG00000187021	no	yes	no
ENSG00000173597	no	yes	no
ENSG00000130021	no	yes	no
ENSG00000143355	no	yes	no
ENSG00000049246	no	yes	no
ENSG00000169884	no	yes	no
ENSG00000167080	no	yes	no
ENSG00000277399	no	yes	no
ENSG00000172320	no	yes	no
ENSG00000125731	no	yes	no
ENSG00000089692	no	yes	no
ENSG00000150347	no	yes	no
ENSG00000125730	no	yes	no
ENSG00000185022	no	yes	no
ENSG00000116745	no	yes	no
ENSG00000113805	no	yes	no
ENSG00000175785	no	yes	no
ENSG00000069206	no	yes	no
ENSG00000263961	no	yes	no
ENSG00000265690	no	yes	no
ENSG00000161905	no	yes	no
ENSG00000129566	no	yes	no
ENSG00000187498	no	yes	no
ENSG00000112164	no	yes	no
ENSG00000173546	no	yes	no
ENSG00000077522	no	yes	no
ENSG00000186675	no	yes	no
ENSG00000183747	no	yes	no
ENSG00000130830	no	yes	no
ENSG00000122477	no	yes	no
ENSG00000174059	no	yes	no
ENSG00000197632	no	yes	no
ENSG00000138411	no	yes	no
ENSG00000146839	no	yes	no
ENSG00000138039	no	yes	no
ENSG00000198176	no	yes	no
ENSG00000227471	no	yes	no
ENSG00000131969	no	yes	no
ENSG00000204941	no	yes	no
ENSG00000206531	no	yes	no
ENSG00000167751	no	yes	no
ENSG00000185055	no	yes	no
ENSG00000181291	no	yes	no
ENSG00000180287	no	yes	no
ENSG00000050730	no	yes	no
ENSG00000135631	no	yes	no
ENSG00000171124	no	yes	no
ENSG00000099958	no	yes	no
ENSG00000188487	no	yes	no
ENSG00000284130	no	yes	no
ENSG00000263513	no	yes	no
ENSG00000100234	no	yes	no
ENSG00000213145	no	yes	no
ENSG00000198088	no	yes	no
ENSG00000148344	no	yes	no
ENSG00000172534	no	yes	no
ENSG00000172322	no	yes	no
ENSG00000149257	no	yes	no
ENSG00000079557	no	yes	no
ENSG00000134588	no	yes	no
ENSG00000177485	no	yes	no
ENSG00000183621	no	yes	no
ENSG00000197653	no	yes	no
ENSG00000168610	no	yes	no
ENSG00000070731	yes	yes	no
ENSG00000132464	no	yes	no
ENSG00000135220	no	yes	no
ENSG00000137960	no	yes	no
ENSG00000162753	no	yes	no
ENSG00000171954	no	yes	no
ENSG00000176387	no	yes	no
ENSG00000185053	no	yes	no
ENSG00000285269	no	yes	no
ENSG00000185187	no	yes	no
ENSG00000087085	no	yes	no
ENSG00000120729	no	yes	no
ENSG00000100605	no	yes	no
ENSG00000177138	no	yes	no
ENSG00000221946	no	yes	no
ENSG00000164756	no	yes	no
ENSG00000228594	no	yes	no
ENSG00000147889	no	yes	no
ENSG00000023892	no	yes	no
ENSG00000152818	no	yes	no
ENSG00000144840	no	yes	no
ENSG00000198736	no	yes	no
ENSG00000106772	no	yes	no
ENSG00000286237	no	yes	no
ENSG00000180481	no	yes	no
ENSG00000142233	no	yes	no
ENSG00000174792	no	yes	no
ENSG00000139800	no	yes	no
ENSG00000121743	no	yes	no
ENSG00000130307	no	yes	no
ENSG00000171155	no	yes	no
ENSG00000108381	no	yes	no
ENSG00000204977	no	yes	no
ENSG00000196189	no	yes	no
ENSG00000196620	no	yes	no
ENSG00000134369	no	yes	no
ENSG00000140743	no	yes	no
ENSG00000165462	no	yes	no
ENSG00000107957	no	yes	no
ENSG00000145476	no	yes	no
ENSG00000166523	no	yes	no
ENSG00000115596	no	yes	no
ENSG00000235750	no	yes	no
ENSG00000008056	no	yes	no
ENSG00000166268	no	yes	no
ENSG00000117643	no	yes	no
ENSG00000120156	no	yes	no
ENSG00000157851	no	yes	no
ENSG00000187955	no	yes	no
ENSG00000129422	no	yes	no
ENSG00000196411	no	yes	no
ENSG00000092929	no	yes	no
ENSG00000167703	no	yes	no
ENSG00000148357	no	yes	no
ENSG00000162739	no	yes	no
ENSG00000123374	no	yes	no
ENSG00000135318	no	yes	no
ENSG00000197106	no	yes	no
ENSG00000165349	no	yes	no
ENSG00000065371	no	yes	no
ENSG00000067064	no	yes	no
ENSG00000137767	no	yes	no
ENSG00000172995	no	yes	no
ENSG00000187054	no	yes	no
ENSG00000170915	no	yes	no
ENSG00000133020	no	yes	no
ENSG00000065361	no	yes	no
ENSG00000139351	no	yes	no
ENSG00000113448	no	yes	no
ENSG00000150048	no	yes	no
ENSG00000125247	no	yes	no
ENSG00000173200	no	yes	no
ENSG00000115468	no	yes	no
ENSG00000143147	no	yes	no
ENSG00000183111	no	yes	no
ENSG00000164181	no	yes	no
ENSG00000173805	no	yes	no
ENSG00000118997	no	yes	no
ENSG00000169241	no	yes	no
ENSG00000240038	no	yes	no
ENSG00000188846	no	yes	no
ENSG00000206579	no	yes	no
ENSG00000172348	no	yes	no
ENSG00000150637	no	yes	no
ENSG00000164082	no	yes	no
ENSG00000104626	no	yes	no
ENSG00000180346	no	yes	no
ENSG00000162817	no	yes	no
ENSG00000125319	no	yes	no
ENSG00000137819	no	yes	no
ENSG00000137975	no	yes	no
ENSG00000143340	no	yes	no
ENSG00000154928	no	yes	no
ENSG00000270885	no	yes	no
ENSG00000166634	no	yes	no
ENSG00000108242	no	yes	no
ENSG00000168116	no	yes	no
ENSG00000183549	no	yes	no
ENSG00000182521	no	yes	no
ENSG00000068078	no	yes	no
ENSG00000084734	no	yes	no
ENSG00000169612	no	yes	no
ENSG00000204592	no	yes	no
ENSG00000204897	no	yes	no
ENSG00000275714	no	yes	no
ENSG00000144644	no	yes	no
ENSG00000171189	no	yes	no
ENSG00000012171	no	yes	no
ENSG00000171564	no	yes	no
ENSG00000005844	no	yes	no
ENSG00000107443	no	yes	no
ENSG00000118491	no	yes	no
ENSG00000137270	no	yes	no
ENSG00000187800	no	yes	no
ENSG00000136689	no	yes	no
ENSG00000144824	no	yes	no
ENSG00000261594	no	yes	no
ENSG00000214558	no	yes	no
ENSG00000081051	no	yes	no
ENSG00000196141	no	yes	no
ENSG00000087128	no	yes	no
ENSG00000133101	no	yes	no
ENSG00000183318	no	yes	no
ENSG00000188958	no	yes	no
ENSG00000134042	no	yes	no
ENSG00000059728	no	yes	no
ENSG00000095203	no	yes	no
ENSG00000147138	no	yes	no
ENSG00000174032	no	yes	no
ENSG00000260596	no	yes	no
ENSG00000143344	no	yes	no
ENSG00000173702	no	yes	no
ENSG00000120669	no	yes	no
ENSG00000235387	no	yes	no
ENSG00000023839	no	yes	no
ENSG00000105173	no	yes	no
ENSG00000010610	no	yes	no
ENSG00000198092	no	yes	no
ENSG00000089012	no	yes	no
ENSG00000110880	no	yes	no
ENSG00000285505	no	yes	yes
ENSG00000146352	no	yes	no
ENSG00000141577	no	yes	no
ENSG00000165188	no	yes	no
ENSG00000167822	no	yes	no
ENSG00000156103	no	yes	no
ENSG00000181938	no	yes	no
ENSG00000171004	no	yes	no
ENSG00000140807	no	yes	no
ENSG00000185056	no	yes	no
ENSG00000135547	no	yes	no
ENSG00000184261	no	yes	no
ENSG00000198771	no	yes	no
ENSG00000171804	no	yes	no
ENSG00000140279	no	yes	no
ENSG00000164626	no	yes	no
ENSG00000156050	no	yes	no
ENSG00000171102	no	yes	no
ENSG00000187857	no	yes	no
ENSG00000198796	no	yes	no
ENSG00000223609	no	yes	no
ENSG00000164512	no	yes	no
ENSG00000178776	no	yes	no
ENSG00000162511	no	yes	no
