"","LR__H9_CRX_ROs_D45","LR__EP1_WT_ROs_D45","SR__D0_1","SR__D0_2","SR__D0_3","SR__D10_3","SR__D10_4","SR__D10_5","SR__D10_6","SR__D25_1","SR__D25_2","SR__D25_3","SR__D25_4"
"ENSG00000168913",85,97,61,47,57,87,179,112,69,48,43,37,98
"ENSG00000168916",3799.99999,5965,352,342,276,950,521,918,844,1025,1073,756,948
"ENSG00000168917",100,183,215,181,153,86,59,66,79,573,495,532,510
"ENSG00000168918",40,27.99999,1625,1399,1457,184,75,175,159,122,136,73,98
"ENSG00000168924",455,378,558,408,431,365,324,384,287,290,304,248,550
"ENSG00000168936",431,354,428,311,334,282,456,387,276,289,285,223,393
"ENSG00000168938",148,135,249,244,205,7,3,3,6,84,94,97,69
"ENSG00000168944",656.99998,728.99998,274,344,364,563,278,458,498,593,471,431,514
"ENSG00000168952",74,61,49,76,86,64,126,79,57,96,81,126,258
"ENSG00000168958",1747.99999,1609.00001,2158,2024,1771,2671,2741,2212,2131,2444,2210,2329,2378
"ENSG00000168970",230.00001,218.99999,128,129,116,260,117,305,457,332,579,302,347
"ENSG00000168993",106,52,2,1,2,1,0,0,0,21,22,29,39
"ENSG00000168994",50,45,12,6,12,1,5,3,8,17,13,21,43
"ENSG00000169016",337.99999,361.00001,665,648,544,1004,625,772,898,1029,1007,1055,1018
"ENSG00000169018",540,611,958,1311,1189,1720,940,1420,1139,1326,939,1249,1751
"ENSG00000169019",389,409,200,197,158,415,650,330,378,452,357,555,511
"ENSG00000169020",3654,2924.00001,3109,2461,2509,2162,3190,2456,2064,1833,1944,1833,1822
"ENSG00000169021",1225,1591,4748,4778,4794,4647,6317,4088,3656,3977,3448,4452,4710
"ENSG00000169032",782,579,470,427,486,524,556,616,397,269,240,288,663
"ENSG00000169045",4173.00001,5429.00002,5983,5585,4852,7330,4793,6095,6270,7235,6586,6212,7572
"ENSG00000169047",377,282,359,314,283,272,175,296,271,282,323,231,335
"ENSG00000169057",582,651.00001,333,309,268,529,307,504,434,826,864,547,661
"ENSG00000169062",2238.00001,1721.99998,1018,836,786,1000,749,892,952,912,894,616,865
"ENSG00000169064",232,434,24,21,12,43,42,32,49,48,63,67,59
"ENSG00000169071",300,315,69,41,57,783,708,810,576,322,285,316,679
"ENSG00000169083",135,282,222,240,220,338,139,332,308,467,361,321,373
"ENSG00000169085",180,218,1,0,0,2,2,3,19,287,354,309,246
"ENSG00000169087",141,321,414,333,300,377,394,327,352,393,372,353,351
"ENSG00000169105",251,185,219,104,90,148,186,161,119,152,107,120,77
"ENSG00000169116",90,187,147,143,112,79,32,46,68,666,674,719,486
"ENSG00000169118",402,389.99999,725,778,588,924,481,733,748,856,723,667,684
"ENSG00000169122",180,175,133,136,111,390,267,363,326,1460,1156,1392,2277
"ENSG00000169126",100,77.00001,166,140,142,187,103,193,163,258,171,197,233
"ENSG00000169129",37,38,69,79,73,127,90,126,134,1095,1096,910,840
"ENSG00000169131",163,208,386,471,310,469,423,449,428,331,332,311,371
"ENSG00000169136",205,171,41,33,36,57,49,43,51,43,49,43,58
"ENSG00000169139",1342.99999,1767,3115,3248,2710,3433,2499,2842,3103,2941,2444,2500,2999
"ENSG00000169155",192,223,537,629,516,930,418,852,837,831,832,784,725
"ENSG00000169169",611,491.00001,1242,860,842,1637,1364,1608,1784,1708,2046,1491,1523
"ENSG00000169174",23,51,2127,1893,1517,251,146,243,318,178,96,85,107
"ENSG00000169180",902,930,1177,749,630,744,760,852,763,703,826,578,768
"ENSG00000169184",763,814,88,68,57,326,231,312,276,286,402,242,351
"ENSG00000169188",176,178,1038,897,797,1068,792,1098,1069,744,677,548,711
"ENSG00000169189",304,262.00001,485,424,425,726,818,625,673,515,446,426,424
"ENSG00000169193",131,183,77,87,72,152,159,104,107,127,139,186,125
"ENSG00000169203",16,19,414,276,384,374,168,219,305,227,302,252,180
"ENSG00000169213",237,422,3883,3056,2951,4216,2232,3749,3873,835,916,671,761
"ENSG00000169217",592,599,1744,1565,1434,2317,1864,2189,2389,2540,2849,1993,2391
"ENSG00000169218",54.99999,48,0,0,5,97,122,127,90,1079,566,972,2289
"ENSG00000169220",137,52,705,512,472,331,370,311,327,179,221,178,177
"ENSG00000169221",387.99999,336,258,203,171,231,272,257,226,284,263,263,317
"ENSG00000169223",970.00001,883,5933,4909,4479,4289,4495,3797,4210,4348,4329,3754,3749
"ENSG00000169228",264.00001,345.99999,743,530,524,291,282,337,409,838,992,714,860
"ENSG00000169230",1280.99999,1238.00001,2038,2372,3890,3375,5567,3882,2732,1589,881,1787,3498
"ENSG00000169231",668,749.00001,143,98,94,778,496,639,757,1100,1398,1088,920
"ENSG00000169239",239,268,295,216,238,285,225,263,244,221,212,200,210
"ENSG00000169241",182.00001,174,1490,1298,1197,1225,1846,1025,1114,422,500,488,534
"ENSG00000169242",67,53,234,236,164,243,220,144,179,150,162,170,153
"ENSG00000169246",23.00001,73,1234,626,796,740,378,641,737,524,715,424,447
"ENSG00000169247",18,21,20,23,10,5,4,12,4,76,66,39,52
"ENSG00000169249",654.99999,783.99999,177,192,148,194,147,221,192,184,207,195,197
"ENSG00000169251",1049.99999,1024.99998,1389,1444,1180,1544,1402,1109,1104,1409,1326,1510,1476
"ENSG00000169255",289.00001,276,214,243,205,386,360,269,274,352,337,412,329
"ENSG00000169258",149,131,31,30,31,23,14,11,22,94,97,64,84
"ENSG00000169282",72,97,78,75,47,125,81,73,68,53,52,55,52
"ENSG00000169288",529,566,346,378,283,420,394,313,343,364,328,348,390
"ENSG00000169299",214,263,925,801,732,815,535,649,680,1004,911,823,840
"ENSG00000169314",88,74,117,77,69,97,141,92,74,42,29,35,17
"ENSG00000169330",78,185,10,18,21,20,5,16,17,46,31,18,35
"ENSG00000169359",299,363.99999,546,570,474,585,391,499,468,491,510,425,489
"ENSG00000169371",281,307,1133,1021,848,1200,961,1105,1147,825,821,572,783
"ENSG00000169372",488,472.00001,174,140,145,205,271,153,191,402,486,539,391
"ENSG00000169375",1779.99998,1391,2527,2346,2094,3875,2394,3661,3713,3215,3048,2526,2742
"ENSG00000169379",1037.99999,2353.00001,179,166,143,291,208,244,220,460,391,345,388
"ENSG00000169398",6015.99999,5494.00002,2862,3187,3109,5622,3253,5063,4638,4720,4370,4101,4920
"ENSG00000169410",506,630,424,401,295,185,183,211,194,307,343,242,276
"ENSG00000169432",93,145,123,143,135,184,76,131,133,53,69,59,57
"ENSG00000169439",712,926.00001,2311,2250,2026,4563,3928,3234,3678,2126,1918,2295,1929
"ENSG00000169446",425,283,900,866,728,868,602,746,741,868,763,804,904
"ENSG00000169490",375.00001,456,1373,1165,1047,1119,1233,979,1136,816,801,713,674
"ENSG00000169499",385,190,57,36,40,17,12,12,6,35,29,32,40
"ENSG00000169504",1054,1240,8491,9992,7010,7959,3873,6130,7014,5799,4798,5019,5317
"ENSG00000169515",427,397,603,570,549,600,382,631,584,1447,1646,1235,1485
"ENSG00000169519",994.00001,1425,587,634,519,583,393,474,556,646,483,519,505
"ENSG00000169554",2951,3368.99999,9,11,9,1800,803,1528,1792,2510,2948,2329,2265
"ENSG00000169564",3434,3252,3754,3062,2886,4479,4016,4088,4195,3282,3292,2871,3463
"ENSG00000169567",5927.99999,7269,7517,7052,6797,6208,8960,5974,5302,7343,6878,7147,7159
"ENSG00000169570",148.99999,188,163,207,137,148,89,118,98,163,136,150,172
"ENSG00000169592",428,439.00001,150,130,118,107,133,111,128,143,113,124,118
"ENSG00000169598",167.00001,232,313,260,265,228,194,231,193,336,331,312,259
"ENSG00000169599",619.00002,692.00001,1065,943,968,1120,1823,816,850,1347,1160,1438,1283
"ENSG00000169604",1144,1150.00001,1192,1010,824,357,202,233,249,1494,1392,1120,1124
"ENSG00000169607",714,870,1023,845,766,1426,936,1367,1360,1973,1819,1644,2136
"ENSG00000169609",339,368.00002,448,318,368,524,445,463,381,565,597,553,508
"ENSG00000169612",256,450,1125,1053,849,1280,1183,1159,1134,1462,1404,1422,1281
"ENSG00000169621",130,148,139,123,102,222,210,164,186,154,130,179,164
"ENSG00000169635",425,358,378,250,205,373,364,474,391,469,564,416,510
"ENSG00000169641",610,602,1517,1386,1230,1662,828,1601,1582,814,817,568,627
"ENSG00000169660",265,244.00002,98,51,58,65,118,93,71,113,122,83,143
"ENSG00000169679",947,1119,6203,6362,5049,6922,4219,5978,6483,4169,3937,4032,4045
"ENSG00000169682",299.99999,367,1991,1554,1510,1294,1006,1292,1396,1310,1377,1182,1399
"ENSG00000169683",115,110,449,407,367,367,260,478,467,309,385,255,388
"ENSG00000169684",302.00001,430,67,68,45,113,93,73,64,93,63,96,96
"ENSG00000169689",1033,1008.99998,1767,1356,1279,1163,2527,1300,1263,1591,1460,1672,1623
"ENSG00000169692",220,183.00001,452,419,485,357,401,334,330,380,327,370,426
"ENSG00000169696",399.99998,369.99999,703,533,553,626,740,741,783,844,882,754,974
"ENSG00000169710",1566,1335,3819,3550,3437,3587,2112,4358,4428,3043,3053,1916,3271
"ENSG00000169714",2980,3754,15722,13870,12038,18165,20901,15656,17064,16589,14303,15099,15643
"ENSG00000169718",493.99999,475.99999,249,147,156,120,201,123,107,112,114,130,128
"ENSG00000169727",1143,1094.00001,5561,4344,4161,4838,4893,4556,4719,5253,5296,4468,4641
"ENSG00000169733",312,243,359,203,221,185,207,166,213,237,281,209,255
"ENSG00000169738",800,911.99999,1392,1124,1087,1343,1946,1330,1333,1632,1881,1695,1609
"ENSG00000169740",563,592,608,454,397,793,1135,646,687,868,965,1334,1046
"ENSG00000169744",130,173.99999,1064,1079,864,289,227,264,273,594,470,432,478
"ENSG00000169750",406,369,153,104,93,51,101,59,60,26,27,32,59
"ENSG00000169756",811.99999,645,729,775,599,677,388,584,564,771,656,618,757
"ENSG00000169758",17,120,77,81,109,25,28,24,17,30,40,41,37
"ENSG00000169760",339,1110,277,300,289,413,200,292,368,710,814,648,859
"ENSG00000169762",269,386,31,29,34,17,33,38,21,65,42,61,70
"ENSG00000169764",924.00001,868,18072,17444,14619,3457,3047,2907,3054,1667,1541,1551,1811
"ENSG00000169783",358,284,613,523,479,549,381,596,558,123,157,107,191
"ENSG00000169813",2059.99998,2397.00001,13131,11749,9777,11265,8378,10511,11010,9147,8527,7927,8314
"ENSG00000169814",205.99999,265,651,541,520,427,304,324,381,221,329,247,226
"ENSG00000169826",253,326,58,62,47,168,115,94,105,247,219,226,334
"ENSG00000169851",3375.99999,6044.99999,19,20,35,206,135,150,178,113,180,131,81
"ENSG00000169855",643,464.99999,2830,3159,2578,7484,3104,6678,6697,1606,1703,1404,1358
"ENSG00000169856",436,575,196,119,125,15,5,8,9,76,69,63,97
"ENSG00000169857",180,193,83,74,55,54,93,51,87,55,58,60,39
"ENSG00000169860",109,240,559,552,432,226,101,213,198,434,483,480,415
"ENSG00000169862",2507,3918,152,90,60,148,190,206,159,766,785,668,719
"ENSG00000169871",406,368,903,746,712,524,294,467,468,511,551,372,437
"ENSG00000169891",56,36,80,65,83,79,40,75,44,42,43,54,28
"ENSG00000169895",1543,1584,1619,1275,1329,1232,944,1230,1220,1661,1553,1312,1549
"ENSG00000169902",258,304,302,371,315,824,643,618,715,543,558,592,605
"ENSG00000169905",959.99999,987,1069,1075,966,1328,708,1201,1130,1015,1082,913,1095
"ENSG00000169914",212,273,203,104,138,244,171,254,231,132,124,153,173
"ENSG00000169918",38,88,44,20,30,25,14,16,35,27,56,30,37
"ENSG00000169919",565.00001,549,2098,1782,1627,2158,1392,1918,2094,2025,1950,1709,1912
"ENSG00000169925",1381,1509,3117,2659,2475,4269,2370,3944,4168,4195,4592,3401,4579
"ENSG00000169926",453,473,124,72,68,77,65,88,71,109,134,104,103
"ENSG00000169946",59,236,0,5,4,3,2,3,4,137,96,63,116
"ENSG00000169951",125,146,106,95,84,146,137,181,153,197,259,218,277
"ENSG00000169955",121,101,216,247,204,301,252,266,314,323,322,298,374
"ENSG00000169957",324,348,113,120,119,154,147,156,153,211,252,152,254
"ENSG00000169964",177.99999,171,574,486,448,679,1104,577,634,537,536,760,531
"ENSG00000169967",592,646,261,216,143,345,231,298,255,365,309,277,321
"ENSG00000169972",180,144,1160,853,811,529,709,542,583,489,495,492,660
"ENSG00000169976",1334,1396,2880,2168,2241,2228,3136,2302,2150,2843,2672,2615,2592
"ENSG00000169981",219.99999,220,438,278,309,486,463,397,440,270,274,252,196
"ENSG00000169989",29,147,28,39,34,56,53,30,32,81,85,92,80
"ENSG00000169991",98,93,27,24,21,0,7,0,7,27,24,17,29
"ENSG00000169992",926,677,256,138,174,197,228,242,235,228,322,146,201
"ENSG00000170004",1012,1083.00002,373,192,169,729,548,758,589,1209,1308,879,1110
"ENSG00000170011",104,48,15,25,17,7,7,8,16,107,75,78,134
"ENSG00000170017",237,308,1054,1223,939,1310,619,844,1103,469,468,504,599
"ENSG00000170027",2778,2934,801,741,652,948,756,907,855,887,804,577,846
"ENSG00000170035",2309,5528,1355,1430,1092,2391,2590,1978,1980,2898,2527,3014,3208
"ENSG00000170037",521.99999,474.00001,749,652,481,1074,699,1115,1172,1683,1883,1202,1508
"ENSG00000170043",1104.99999,1069.00001,1469,1188,1183,1951,1801,1738,1805,1867,2132,1645,1924
"ENSG00000170049",115,122,27,20,19,15,19,22,25,30,34,18,31
"ENSG00000170085",578,635,167,269,255,402,338,463,287,644,431,607,1242
"ENSG00000170088",191,198.99999,502,567,425,611,439,538,602,484,519,412,554
"ENSG00000170091",368,339,1,1,0,0,1,0,0,244,356,194,221
"ENSG00000170100",144,138,324,416,365,751,367,744,704,473,499,338,431
"ENSG00000170113",276.99999,216.99999,207,143,166,192,123,156,158,467,434,425,398
"ENSG00000170142",1383.00001,872,676,695,513,1005,1239,994,851,562,402,470,566
"ENSG00000170144",4241.00002,5535.00001,7813,7467,6211,7819,4688,7354,7036,8257,7415,6353,7815
"ENSG00000170145",582,501,163,181,143,355,205,283,317,402,452,370,396
"ENSG00000170153",344,845,131,100,110,116,42,107,42,232,249,233,211
"ENSG00000170175",178,148,457,361,371,404,306,342,333,384,477,322,429
"ENSG00000170185",391,484,506,562,431,588,289,520,604,1014,969,921,839
"ENSG00000170190",100.00001,30,405,330,260,130,126,129,108,9,8,9,10
"ENSG00000170191",139,109,353,374,299,247,231,235,273,434,405,450,484
"ENSG00000170222",96,123,213,232,190,245,274,187,195,371,352,438,354
"ENSG00000170234",459.99999,532.99999,518,508,634,1073,682,969,746,270,250,380,620
"ENSG00000170242",2763,3816,1242,1476,1168,2303,913,1891,2052,4228,4167,3372,3425
"ENSG00000170248",1180.99999,1243,2957,3152,2436,3333,1729,2665,3020,2821,2797,2538,2574
"ENSG00000170260",181,203,800,671,545,1030,485,882,912,994,1056,744,844
"ENSG00000170264",681.00001,1019,447,410,336,888,524,810,817,757,693,609,696
"ENSG00000170265",251,284,230,142,167,114,130,116,145,119,156,116,146
"ENSG00000170266",672,704.00001,2857,2442,2080,2155,1681,1843,2205,2971,3276,2881,2579
"ENSG00000170270",331,402,144,118,120,220,340,185,174,233,194,321,250
"ENSG00000170271",145,284,295,237,213,540,371,443,521,888,1020,829,772
"ENSG00000170275",807.99999,779,906,817,964,945,1296,1089,750,657,597,692,1519
"ENSG00000170291",624.99999,685,1737,1391,1193,2003,2563,1824,1896,2721,2457,2501,2501
"ENSG00000170293",126,77,38,23,26,18,17,28,19,30,15,24,40
"ENSG00000170296",4516,4999.99999,4406,3908,3789,7010,6700,6626,6577,11727,12214,10141,10687
"ENSG00000170310",399.99999,535.00001,635,550,517,825,827,652,686,870,924,872,793
"ENSG00000170312",1926,2489,4058,4167,3131,4825,4424,3606,3915,4880,3921,5045,5186
"ENSG00000170315",10087,10208.99999,16059,12733,12942,23079,31700,21203,20657,23223,23287,23076,21845
"ENSG00000170322",476.99999,495,919,871,764,1606,737,1685,1897,2048,2291,1514,1787
"ENSG00000170325",377,479,451,398,306,516,219,433,449,547,484,390,438
"ENSG00000170340",45,28,220,238,260,215,407,225,164,54,47,57,76
"ENSG00000170345",223,31,361,307,254,243,196,324,278,356,363,331,257
"ENSG00000170348",1560,1622,6196,6199,5076,8088,5312,5792,7033,5883,5331,5400,5448
"ENSG00000170364",342,388.00001,325,305,300,319,365,308,307,423,378,356,371
"ENSG00000170365",621,538,447,402,375,824,733,772,639,963,848,971,1340
"ENSG00000170370",82,61,0,1,0,30,17,34,52,508,386,298,559
"ENSG00000170381",355,148,45,52,24,838,267,511,801,143,175,138,102
"ENSG00000170382",566,245,71,45,48,104,155,109,137,195,222,192,244
"ENSG00000170385",163,186,293,265,228,148,100,113,99,92,80,79,97
"ENSG00000170390",988.99999,1717,3,1,1,13,12,22,17,155,165,133,152
"ENSG00000170396",70,223,0,0,0,5,7,2,4,34,36,28,57
"ENSG00000170412",160.99999,135.99999,420,373,278,652,578,555,630,281,308,232,255
"ENSG00000170417",123,132,100,79,72,230,148,155,153,257,235,226,230
"ENSG00000170419",148,49,8,7,7,8,7,5,6,8,21,17,24
"ENSG00000170421",683.99999,510,13185,10001,9396,7830,7662,6634,7277,2975,2131,2272,2325
"ENSG00000170425",135,141,343,262,305,248,221,164,200,142,104,122,162
"ENSG00000170430",328,300.00001,976,723,742,1149,1702,968,1006,829,881,825,708
"ENSG00000170445",621.99999,793.00001,2329,2023,1657,2276,1726,2152,2363,2532,2615,2184,2341
"ENSG00000170448",251,638,748,758,589,1032,540,696,862,757,563,595,622
"ENSG00000170456",819,1236.99999,230,191,161,253,203,179,216,659,634,561,636
"ENSG00000170464",422,430,740,709,589,990,664,879,940,1872,1996,1831,1862
"ENSG00000170468",169,160,92,87,96,83,82,77,72,68,49,51,77
"ENSG00000170469",87.99999,127,128,67,118,111,195,139,113,120,145,102,124
"ENSG00000170471",1032.99999,769,793,768,855,1177,597,1131,881,914,777,819,1080
"ENSG00000170473",378,370,1762,1398,1200,1658,1524,1630,1640,858,830,680,822
"ENSG00000170485",77,116,13,2,3,54,38,39,37,4,13,3,9
"ENSG00000170500",121,141,11,21,12,5,2,6,2,155,177,120,108
"ENSG00000170502",489,627,793,666,647,410,328,349,354,692,649,468,636
"ENSG00000170515",2809,2438,10219,8929,8075,5876,4932,5863,6082,5930,5217,4494,5427
"ENSG00000170522",531.00001,629,2839,2809,2443,2769,1985,2122,2410,2435,2485,2042,2729
"ENSG00000170525",1362.99999,1043.00001,1196,1162,1153,4700,2260,4227,4851,2656,3048,2229,2631
"ENSG00000170537",76,63,83,143,145,365,208,258,292,142,147,146,154
"ENSG00000170540",3028,3716,9539,9885,8292,19338,16612,13935,15702,16893,14303,15561,15353
"ENSG00000170542",331,171,2113,2100,1675,59,30,32,27,274,316,239,268
"ENSG00000170545",13,18,115,142,111,172,143,182,153,52,61,33,28
"ENSG00000170558",6559,6072,1012,971,822,8119,4205,6743,7705,11955,11146,9970,10490
"ENSG00000170561",47,69,179,194,159,80,49,75,78,73,64,49,64
"ENSG00000170571",19.00001,18,945,1121,797,648,435,514,563,356,224,267,294
"ENSG00000170579",171,80,386,287,291,574,339,598,560,372,448,282,363
"ENSG00000170581",389.99997,363,1070,1141,899,1717,990,1554,1856,1592,1657,1343,1293
"ENSG00000170584",901,1073,2086,1939,1563,1961,2181,1545,1644,1655,1533,1568,1737
"ENSG00000170604",193,161,49,39,45,33,38,61,57,39,38,40,64
"ENSG00000170606",1374,1499,12848,13356,10792,8809,4559,7833,8171,6435,5801,5097,6157
"ENSG00000170619",414,375,1003,730,747,631,1200,718,620,611,701,585,614
"ENSG00000170624",41,146,6,7,3,0,0,0,0,35,42,42,22
"ENSG00000170631",112.99999,167.99999,594,606,478,692,554,707,632,827,730,784,676
"ENSG00000170632",515.00001,587,219,187,159,223,277,173,190,185,149,164,197
"ENSG00000170633",489,635,1911,1770,1469,2201,1922,2219,2234,1949,1884,1655,1817
"ENSG00000170634",585,728.00001,81,91,83,121,130,117,94,222,239,267,223
"ENSG00000170638",423,358.00001,1401,1099,1059,1028,914,1130,1186,908,919,715,929
"ENSG00000170653",631,646.99999,511,557,480,1359,565,1083,1173,1373,1456,1127,1190
"ENSG00000170667",56,262.00001,72,44,51,168,113,148,104,181,223,160,205
"ENSG00000170677",371,387,455,467,442,890,435,708,748,563,502,569,555
"ENSG00000170681",377,631,74,72,57,83,66,66,78,72,72,66,53
"ENSG00000170734",439,430,635,538,493,326,160,268,284,433,540,439,516
"ENSG00000170743",166,264,47,26,37,279,157,268,175,383,300,429,527
"ENSG00000170759",2246,2524,3072,3032,2651,4070,1998,3415,3746,5514,5018,4605,5373
"ENSG00000170775",284,403,107,139,173,43,20,40,30,41,34,46,58
"ENSG00000170776",1557,2386.00001,2069,1958,1669,3951,1577,3632,3496,3945,4400,3187,3085
"ENSG00000170779",547,619,2059,1640,1538,3025,3399,2851,3000,2377,2153,2338,2223
"ENSG00000170791",383,375.99999,843,781,792,828,755,708,831,816,756,743,836
"ENSG00000170801",213,50,31,28,18,22,17,9,22,11,8,8,11
"ENSG00000170802",959,933,363,470,394,478,284,388,324,749,670,766,701
"ENSG00000170832",599,776,1403,1378,1043,790,383,627,673,490,672,522,639
"ENSG00000170836",422,571.99999,305,412,389,569,335,515,422,632,386,594,854
"ENSG00000170837",128,154,60,48,36,34,23,28,25,29,32,24,50
"ENSG00000170846",295,302,122,86,105,103,106,117,89,97,105,74,100
"ENSG00000170852",576,686,606,466,445,921,690,784,701,964,828,876,945
"ENSG00000170854",259,397,296,252,253,383,257,383,352,455,428,426,463
"ENSG00000170855",292,313,2637,2151,2098,1290,2121,1163,1244,914,907,961,873
"ENSG00000170860",1421,1491,2525,2282,2032,2325,2267,2084,2104,1641,1408,1545,1787
"ENSG00000170871",1230,1410,338,323,303,713,480,717,604,601,642,599,845
"ENSG00000170873",324,296.99999,107,81,78,433,205,314,324,1062,1082,908,860
"ENSG00000170876",618,460,1680,1589,1355,1337,876,1225,1406,2378,2425,1787,2141
"ENSG00000170881",260,198,244,141,143,292,348,182,261,340,281,404,361
"ENSG00000170889",13709.99999,15380.99999,8771,6531,7075,7975,15731,7786,6998,6797,6844,6771,6013
"ENSG00000170892",712.00001,644.99999,767,682,775,966,1162,1051,927,1966,1715,2019,2090
"ENSG00000170893",2610,3103,2,3,3,14,10,7,7,4397,4556,3316,2521
"ENSG00000170899",1105,1418,849,726,582,1715,1660,1180,1376,2843,2890,3150,2740
"ENSG00000170903",741,1077,505,618,417,630,529,461,435,1171,1075,1115,1057
"ENSG00000170906",1780.00001,1786.99997,1462,1146,1119,1543,1860,1455,1349,1289,1349,1177,1187
"ENSG00000170915",204,156,173,153,152,795,711,661,634,325,261,351,478
"ENSG00000170917",219,219.00001,173,152,109,220,235,224,199,286,271,304,340
"ENSG00000170921",596.99999,648.00001,234,195,159,359,165,300,297,1127,1202,887,806
"ENSG00000170946",734.00001,919.99999,206,208,159,458,324,375,462,416,388,352,386
"ENSG00000170949",616,672.00001,1652,1723,1444,3534,1583,3298,3508,1875,1934,1652,1609
"ENSG00000170954",123.99999,185.99999,282,261,283,572,509,511,531,543,548,619,615
"ENSG00000170955",246,55,864,757,856,239,396,282,272,127,127,104,142
"ENSG00000170959",1038.99999,1347.00001,4,10,11,79,32,48,31,254,216,156,134
"ENSG00000170961",143,230,230,297,259,1267,655,1020,1173,56,89,91,69
"ENSG00000170962",51,144,108,124,112,238,122,153,99,100,157,157,127
"ENSG00000170989",129,159,48,33,39,131,92,151,141,1100,1178,878,846
"ENSG00000171004",397,123,595,582,497,4816,2422,3299,3909,4611,4758,4190,3584
"ENSG00000171016",362,456,9,8,8,80,37,60,66,308,244,310,278
"ENSG00000171033",1084,964,226,247,269,341,463,313,225,1399,1094,1556,2393
"ENSG00000171044",287,261.99999,110,48,50,68,66,68,73,83,108,44,55
"ENSG00000171045",400.99999,414,216,138,182,208,219,252,229,153,217,198,228
"ENSG00000171055",878.00001,815,199,173,141,317,305,278,303,299,253,236,253
"ENSG00000171067",295,287.99999,1215,1067,962,884,769,861,925,760,794,615,739
"ENSG00000171094",59,53,0,4,0,10,3,10,13,16,14,27,31
"ENSG00000171097",151,176,1159,861,801,698,759,675,805,602,555,477,542
"ENSG00000171100",492,377,392,408,340,743,399,594,751,647,648,533,638
"ENSG00000171103",337,438.00001,545,506,430,524,493,509,479,478,382,499,479
"ENSG00000171105",385,495,1385,1225,1006,1030,485,878,960,1161,1183,800,987
"ENSG00000171109",381,560,1265,1035,1077,1163,908,1014,1098,1047,1125,908,985
"ENSG00000171121",28,53,23,20,18,14,9,6,13,14,33,38,12
"ENSG00000171130",903.00001,749,960,856,696,1038,840,867,967,4939,5377,4072,4482
"ENSG00000171132",829,1396,13,7,14,18,16,18,18,87,123,70,73
"ENSG00000171135",439,449,1280,997,877,1395,2386,1334,1305,1175,1123,1094,1071
"ENSG00000171148",919,914.99999,1720,1455,1322,2162,1822,2119,2186,2425,2611,2051,2276
"ENSG00000171150",206,290,289,377,347,686,495,568,610,417,342,411,416
"ENSG00000171155",620,358,844,768,594,775,690,541,676,650,662,709,654
"ENSG00000171159",1331,1070,606,442,457,532,737,614,563,807,875,674,631
"ENSG00000171160",361,374,635,587,565,1231,942,846,1035,1392,1413,1261,1387
"ENSG00000171161",397,424,243,204,340,493,623,634,397,321,250,345,815
"ENSG00000171163",238.00001,285.99999,792,613,575,621,506,616,705,636,827,543,650
"ENSG00000171169",55,56.00001,165,211,171,221,203,217,260,230,292,224,267
"ENSG00000171174",146,248,60,58,52,216,291,226,203,210,159,202,171
"ENSG00000171189",275,207.99999,4,6,2,30,28,24,45,88,81,43,87
"ENSG00000171202",302,441.99999,674,689,600,648,727,604,487,634,565,632,638
"ENSG00000171204",592,661.00001,810,777,709,543,931,521,486,550,397,592,549
"ENSG00000171206",487,427,132,90,115,118,128,104,122,161,149,169,187
"ENSG00000171208",747,756,118,82,111,263,219,175,179,396,318,366,431
"ENSG00000171219",30,20,211,167,159,65,59,64,63,25,26,21,20
"ENSG00000171222",1316,1199,1383,1056,1234,1337,2221,1317,1462,2274,2487,2325,2254
"ENSG00000171223",174,99,47,77,85,76,78,91,80,145,176,182,214
"ENSG00000171224",293,379,395,320,253,555,767,491,529,670,688,684,695
"ENSG00000171227",116,93,452,353,333,356,316,299,327,24,18,26,17
"ENSG00000171241",296,293,551,442,406,754,379,602,619,605,522,445,586
"ENSG00000171243",35,54,12,18,9,63,62,77,35,183,190,139,161
"ENSG00000171246",67,42,90,62,75,10,7,9,15,24,28,28,26
"ENSG00000171262",557,629,205,176,153,236,149,191,154,254,224,207,263
"ENSG00000171295",157,188,225,229,151,223,245,285,268,442,390,448,365
"ENSG00000171298",366,355,2757,2024,1871,2690,1720,2504,3000,1936,2299,1493,1940
"ENSG00000171302",541,367.00001,259,190,187,406,295,348,363,356,454,293,477
"ENSG00000171307",514,410.99999,2050,1892,1794,1632,2003,1749,1684,1602,1456,1533,1624
"ENSG00000171310",178,208,141,62,88,74,114,109,81,129,112,118,162
"ENSG00000171311",346.00001,474,1690,1457,1262,1454,1815,1320,1351,755,749,629,757
"ENSG00000171314",1242,1220,59548,51751,44331,66727,62990,58801,61230,18800,18477,17359,16747
"ENSG00000171316",6447.99999,7415,3334,3011,2530,5795,3193,5556,5379,6934,7464,5378,5967
"ENSG00000171320",431.99999,615,412,518,454,476,401,344,338,609,536,656,659
"ENSG00000171345",123,60,5357,4075,3932,6450,6839,5819,6322,523,730,613,469
"ENSG00000171357",31,23,93,86,69,103,58,97,101,84,115,74,42
"ENSG00000171365",440.00001,408,644,615,504,918,288,692,650,2274,2518,1962,2087
"ENSG00000171368",155,80,35,27,30,53,16,37,38,484,555,356,433
"ENSG00000171385",36,53,26,22,33,24,23,18,25,48,71,72,35
"ENSG00000171408",46,126,0,4,0,7,4,3,4,33,34,37,13
