variants_overlapped.counts_per_read	variants_overlapped.Freq	sample	sample_clean	Freq_percentage
59	18	H9-hRGC_2_variants_per_read	H9-hRGC_2	3.0507766175598975e-4
60	12	H9-hRGC_2_variants_per_read	H9-hRGC_2	2.033851078373265e-4
61	19	H9-hRGC_2_variants_per_read	H9-hRGC_2	3.220264207424336e-4
62	14	H9-hRGC_2_variants_per_read	H9-hRGC_2	2.3728262581021426e-4
63	11	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.8643634885088262e-4
64	13	H9-hRGC_2_variants_per_read	H9-hRGC_2	2.2033386682377036e-4
65	10	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-4
66	12	H9-hRGC_2_variants_per_read	H9-hRGC_2	2.033851078373265e-4
67	15	H9-hRGC_2_variants_per_read	H9-hRGC_2	2.5423138479665813e-4
68	6	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.0169255391866324e-4
69	2	H9-hRGC_2_variants_per_read	H9-hRGC_2	3.389751797288775e-5
70	8	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.35590071891551e-4
71	11	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.8643634885088262e-4
72	3	H9-hRGC_2_variants_per_read	H9-hRGC_2	5.084627695933162e-5
73	7	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.1864131290510713e-4
74	8	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.35590071891551e-4
75	6	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.0169255391866324e-4
76	5	H9-hRGC_2_variants_per_read	H9-hRGC_2	8.474379493221937e-5
77	3	H9-hRGC_2_variants_per_read	H9-hRGC_2	5.084627695933162e-5
78	5	H9-hRGC_2_variants_per_read	H9-hRGC_2	8.474379493221937e-5
79	4	H9-hRGC_2_variants_per_read	H9-hRGC_2	6.77950359457755e-5
80	5	H9-hRGC_2_variants_per_read	H9-hRGC_2	8.474379493221937e-5
81	6	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.0169255391866324e-4
82	3	H9-hRGC_2_variants_per_read	H9-hRGC_2	5.084627695933162e-5
83	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
84	2	H9-hRGC_2_variants_per_read	H9-hRGC_2	3.389751797288775e-5
86	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
87	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
88	2	H9-hRGC_2_variants_per_read	H9-hRGC_2	3.389751797288775e-5
89	2	H9-hRGC_2_variants_per_read	H9-hRGC_2	3.389751797288775e-5
90	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
91	3	H9-hRGC_2_variants_per_read	H9-hRGC_2	5.084627695933162e-5
92	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
93	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
94	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
95	2	H9-hRGC_2_variants_per_read	H9-hRGC_2	3.389751797288775e-5
96	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
97	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
99	2	H9-hRGC_2_variants_per_read	H9-hRGC_2	3.389751797288775e-5
101	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
102	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
103	1	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.6948758986443875e-5
105	2	H9-hRGC_2_variants_per_read	H9-hRGC_2	3.389751797288775e-5
118	2	H9-hRGC_2_variants_per_read	H9-hRGC_2	3.389751797288775e-5
