H9.BRN3B_hRO_2_h1	H9.BRN3B_hRO_2_h2	H9.BRN3B.RO_h1	H9.BRN3B.RO_h2	H9.CRX_hRO_2_h1	H9.CRX_hRO_2_h2	H9.CRX_ROs_D45_h1	H9.CRX_ROs_D45_h2	H9.FT_1_h1	H9.FT_1_h2	H9.FT_2_h1	H9.FT_2_h2	H9.hRGC_1_h1	H9.hRGC_1_h2	H9.hRGC_2_h1	H9.hRGC_2_h2
0	0	0	1	0	0	1	2	12	5	9	2	0	0	3	2
1	0	2	0	0	0	1	2	0	0	1	0	0	0	1	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	3	5	5	0	2	4	5	4	3	2	2	0	0	0	4
1	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0
0	3	1	6	0	3	2	5	3	3	0	2	0	0	0	4
0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0
9	4	3	4	7	8	46	40	5	4	2	1	1	4	22	9
3	2	1	0	2	3	13	17	3	2	2	0	0	0	8	4
0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	1	0	3	0	0	0	1	1	0	0	0	0
19	28	24	22	14	15	16	11	9	8	10	8	2	10	39	33
0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0
0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0
9	14	7	9	5	6	2	3	3	3	4	5	0	3	20	18
0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
3	2	4	2	2	2	3	9	2	4	2	0	0	0	0	2
1	2	3	0	0	1	0	2	0	0	0	0	0	0	0	0
0	1	2	4	1	0	1	3	0	1	0	3	0	0	2	0
115	126	111	128	101	105	135	138	96	99	64	104	20	19	103	107
9	13	11	14	7	12	7	12	16	16	11	22	1	4	7	17
7	5	15	11	2	4	5	7	5	9	10	11	0	0	9	8
23	15	35	28	26	34	31	21	51	50	22	40	2	3	10	10
39	27	66	62	50	55	64	56	92	65	36	58	9	8	34	31
4	4	5	3	4	3	4	7	5	4	4	5	1	1	7	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
114	111	200	183	109	80	200	182	167	153	106	117	38	46	145	143
2	2	7	5	2	1	5	7	5	4	4	2	2	0	4	2
155	133	218	244	153	146	237	248	171	170	171	161	51	46	225	195
1	0	3	4	0	0	2	3	2	5	1	0	0	0	0	0
0	0	1	0	1	1	2	1	0	1	1	2	0	0	0	1
2	2	2	3	0	3	1	0	1	0	0	1	0	0	1	3
0	0	4	1	2	2	2	0	1	1	1	0	1	0	3	0
0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1
0	0	5	4	0	0	0	1	0	0	0	1	0	1	1	0
0	0	2	4	0	0	0	1	0	0	0	1	0	1	0	0
1	0	10	12	1	0	1	1	0	0	1	1	0	1	1	1
3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
0	0	5	4	0	0	1	0	2	0	1	0	0	0	2	2
44	43	121	119	34	30	147	135	77	76	76	69	15	15	139	143
0	1	2	5	1	1	4	3	0	0	0	1	0	1	0	1
20	44	24	50	22	35	20	29	8	11	13	20	0	1	3	4
0	3	0	0	1	1	1	2	3	1	0	0	0	0	0	1
432	294	181	131	359	216	974	685	572	464	444	334	222	132	1051	819
235	200	112	94	191	141	492	417	320	313	241	235	107	87	687	562
13	15	19	26	7	12	21	22	28	16	26	25	2	0	24	20
0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1
4	2	16	12	2	3	3	3	1	0	3	3	4	8	23	30
0	0	0	0	0	0	1	0	0	0	0	1	0	1	3	1
4	1	6	4	3	4	20	14	7	3	4	4	6	11	77	62
2	3	2	5	2	1	3	2	0	0	2	0	3	8	29	18
20	31	12	16	25	16	21	18	9	5	3	14	25	19	86	96
0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
220	211	104	125	175	175	285	273	111	103	83	96	147	148	1315	1156
0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2
9	14	19	33	13	8	20	18	18	10	16	9	4	2	36	25
10	12	22	22	8	8	5	9	14	13	16	9	4	1	22	22
3	4	18	10	2	2	2	1	7	1	4	5	8	3	10	4
3	3	14	5	2	0	0	0	6	1	2	3	7	3	9	4
9	8	5	6	6	2	7	8	9	5	7	3	7	7	35	35
8	1	22	21	4	1	9	6	9	13	9	7	3	12	39	27
4	2	1	1	1	1	2	2	2	1	6	1	0	0	5	1
3	0	5	0	5	0	6	0	4	0	1	0	1	0	9	0
9	8	18	16	9	2	25	27	13	14	9	12	1	2	7	9
9	8	18	16	9	2	25	27	13	14	9	12	1	2	7	9
1	4	5	4	3	1	5	6	3	2	3	3	0	0	3	4
1	4	5	5	2	1	5	5	2	2	3	2	0	0	2	3
0	0	1	1	2	0	0	4	0	2	1	0	0	1	2	0
0	0	1	1	2	0	0	4	0	2	1	0	0	1	3	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
0	0	2	2	0	0	0	0	0	1	0	1	0	1	0	1
4	1	16	13	3	2	4	5	9	10	9	11	1	5	13	9
6	8	36	28	5	4	18	17	20	29	24	21	6	16	39	29
3	6	26	22	2	4	13	9	16	21	16	17	6	12	32	24
0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	3	207	2	100	3	223	5	150	1	121	1	34	1	240	2
112	2	161	1	79	3	185	3	128	1	93	1	20	0	195	1
2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
104	81	202	193	68	71	81	97	100	81	76	68	32	15	144	133
14	13	13	14	8	13	9	10	6	3	4	7	4	0	13	11
17	11	13	11	7	16	13	5	11	3	10	7	2	0	19	13
84	69	159	152	54	60	72	85	115	80	72	62	30	17	142	137
7	10	68	70	7	7	82	60	43	28	19	29	4	6	30	35
18	15	34	40	15	10	45	41	33	21	17	20	10	8	52	50
23	21	43	45	16	20	26	22	27	21	25	19	16	8	41	25
1	2	5	7	1	1	2	1	1	1	1	1	0	1	2	2
0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
19	9	25	27	16	10	56	70	21	28	9	17	1	6	25	38
0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0
12	6	20	10	5	6	34	25	9	11	12	8	1	1	10	7
0	0	2	0	0	0	3	1	0	1	0	1	1	0	0	0
5	2	4	2	2	3	6	1	3	5	7	3	1	1	7	4
0	3	4	3	3	0	3	1	1	3	1	0	0	0	0	1
4	2	1	2	2	2	3	0	3	5	7	2	1	1	7	4
51	39	58	42	39	31	60	62	9	3	10	14	58	49	335	337
1	1	2	1	0	0	3	0	1	0	0	1	0	0	0	0
197	189	637	530	217	191	183	163	239	182	186	155	57	59	348	289
2	1	2	5	0	2	0	0	5	1	0	4	0	0	3	3
0	1	0	1	0	0	0	0	0	2	2	0	0	0	0	0
0	7	6	5	2	0	1	0	4	4	6	4	0	0	2	4
0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0	0	0	0	1	0	0	0	1	1	2	0	0	0	2	0
0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0
0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
8	11	11	9	11	12	30	56	15	26	9	13	1	2	7	15
0	0	0	0	1	0	3	1	4	6	1	1	0	0	0	3
0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0
0	4	1	0	0	4	2	3	3	3	2	3	0	1	0	2
2	0	3	1	2	0	2	1	3	2	3	0	0	0	3	3
4	3	4	2	7	2	8	14	3	0	1	1	0	1	0	4
0	1	5	1	1	0	0	0	1	0	1	1	0	0	4	4
1	1	7	2	2	0	0	0	1	1	1	3	1	0	5	6
128	131	171	137	98	107	151	160	82	103	82	79	23	29	140	146
1	1	37	35	2	1	0	4	6	12	16	19	5	2	7	7
0	0	11	8	0	1	0	1	0	0	3	6	2	1	1	2
1	3	14	3	1	1	0	1	0	1	3	1	1	0	4	3
1	0	4	2	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
75	56	95	81	62	63	117	128	99	103	60	82	22	27	136	147
55	32	13	6	41	38	31	37	38	37	29	34	12	15	94	86
6	4	4	0	0	5	2	3	4	3	4	2	0	0	13	12
12	12	8	5	3	15	13	19	14	14	13	10	0	4	13	32
0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	2
3	0	1	0	0	0	1	2	1	1	1	0	0	1	2	0
168	175	405	374	176	185	365	382	294	306	210	272	81	79	225	277
130	122	244	234	118	123	173	168	159	155	114	141	55	54	117	135
31	26	33	45	31	33	37	38	53	55	40	52	6	7	36	56
14	9	10	14	8	13	13	15	17	28	16	13	1	4	5	25
0	1	2	3	1	1	2	4	1	0	0	1	0	0	0	0
1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	1
0	0	1	2	0	0	0	2	0	0	1	0	0	0	1	0
1	1	14	14	1	0	4	0	2	2	4	3	1	0	6	1
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
17	25	44	51	17	18	30	36	35	33	45	39	13	11	27	36
0	1	4	2	2	3	0	1	4	1	3	3	1	0	3	0
3	4	44	30	10	4	15	20	23	18	9	17	0	3	10	5
0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	0	5	1	0	1	2	1	2	0	1	0	0	0	0	0
1	0	1	3	0	0	2	4	5	1	4	1	0	0	0	0
0	0	5	2	2	0	4	3	2	0	3	3	0	0	0	2
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0
0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	3	2	2	1	0	0	0	2	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
214	261	157	241	196	286	240	395	209	273	159	232	104	168	527	746
0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0
0	2	2	3	4	1	3	2	4	2	1	5	0	3	3	3
9	8	7	9	4	9	6	10	10	6	7	10	4	3	9	5
0	0	1	2	1	0	0	0	0	0	0	2	0	0	0	0
0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0
23	17	16	20	12	17	26	21	17	18	24	19	5	5	18	27
64	56	55	72	45	55	69	70	54	72	72	60	11	17	53	44
22	10	14	20	11	13	25	16	12	14	25	16	3	3	17	20
9	4	24	23	3	4	15	12	7	7	15	14	2	4	23	17
2	0	5	2	0	0	1	0	1	0	0	0	1	0	2	0
0	0	2	2	2	1	1	0	0	1	0	1	0	1	2	3
0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2
0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
0	0	1	2	0	0	0	0	0	0	1	1	0	1	0	0
0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0
0	0	4	0	0	1	2	1	0	0	0	0	0	0	0	0
0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	1	1	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
7	9	26	32	14	7	11	8	10	15	6	11	5	8	17	7
2	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	3	0	1	0	0	1	0	0	1	1	0	3	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
0	0	7	5	0	0	1	0	0	0	1	0	1	0	2	1
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0
0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	1
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	3	1	0	0	1	1
0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0
2	0	1	5	0	0	0	0	0	0	2	0	0	0	1	0
1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1
0	0	3	2	0	0	2	0	1	0	0	1	0	1	0	1
0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
1	0	8	2	0	0	0	0	0	0	0	0	0	0	1	0
0	0	5	2	1	0	0	0	0	0	0	0	1	0	1	0
0	0	3	0	1	0	0	0	1	0	1	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	1	2	1	0	0	0	1	0	0	1	0	0	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
2	0	4	0	5	0	3	0	6	0	1	0	0	0	5	0
66	59	107	119	57	41	83	93	55	29	47	34	10	12	79	64
1	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0
3	2	3	9	2	0	4	2	1	1	1	0	1	0	2	3
1	0	4	1	0	0	0	2	0	0	2	0	0	0	0	1
19	13	37	38	16	12	22	32	21	19	20	25	5	3	32	20
10	10	17	17	6	11	19	9	12	22	11	13	4	2	23	14
0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0
23	21	43	34	23	23	26	20	35	43	27	26	14	18	36	24
2	2	11	4	5	1	6	4	8	8	9	6	4	1	11	8
0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	1
1	6	2	3	3	1	1	1	0	3	2	2	0	0	1	0
2	4	10	7	6	9	9	6	4	4	3	8	1	1	2	5
2	1	1	2	0	0	0	0	0	0	1	0	0	0	0	3
0	0	1	2	1	0	0	0	1	0	0	0	0	0	3	0
0	0	0	4	2	0	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	1	0	1	2	1	2	0	1	1	1
1	1	1	1	5	2	1	3	4	5	2	2	0	1	2	6
0	0	1	1	0	1	0	0	3	0	1	1	0	0	1	0
10	8	9	8	18	7	14	19	20	35	14	24	3	4	4	12
67	42	152	184	44	44	50	51	54	44	51	31	1	5	9	5
0	0	2	2	0	1	1	2	1	2	2	0	1	0	3	0
0	1	1	0	1	2	0	1	0	0	1	1	1	0	0	1
0	2	0	1	2	5	0	0	2	2	0	1	0	0	3	4
2	1	2	1	1	0	1	1	1	3	1	0	1	1	0	1
2	1	1	0	1	2	2	0	0	1	0	0	2	0	2	2
19	12	28	20	33	20	15	11	17	11	9	7	10	10	19	18
67	26	30	33	70	31	79	31	17	11	12	7	33	4	59	35
23	15	11	15	14	19	10	16	10	14	6	4	6	3	23	20
0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0
54	165	40	64	71	231	51	163	26	66	11	45	19	39	88	167
0	0	6	4	0	4	0	1	2	0	2	1	0	0	4	1
1	1	10	4	3	3	0	2	1	4	2	4	5	1	4	7
0	1	0	1	0	1	1	0	0	1	0	0	0	0	2	0
1	0	5	5	1	2	1	0	0	6	1	0	0	1	5	1
29	30	35	25	26	19	31	23	19	17	19	11	3	5	21	21
0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
1	0	2	2	1	0	0	0	1	2	0	0	0	0	2	0
130	151	185	203	115	146	207	189	108	103	96	82	50	51	198	191
4	1	3	0	1	1	2	0	10	4	8	3	3	1	7	3
8	40	10	39	2	37	9	59	3	25	1	32	1	5	0	21
2	9	7	4	3	3	4	2	5	10	9	5	0	1	11	6
9	20	40	40	13	12	16	6	37	35	30	22	11	9	46	61
310	248	265	233	239	234	496	411	256	174	260	188	52	44	489	374
10	7	18	14	5	8	4	10	5	10	9	5	6	2	14	9
289	227	217	198	216	212	460	363	223	155	232	167	40	41	435	342
0	0	19	11	0	1	1	1	2	3	1	1	0	1	1	2
0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
79	76	159	146	66	71	121	105	68	56	72	61	32	33	114	121
0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
3	2	8	3	1	0	2	2	1	1	1	0	1	0	5	7
0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1
0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	2	13	19	6	3	7	9	3	4	1	3	0	1	6	7
0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
1	0	4	0	4	3	1	1	0	1	0	0	1	1	2	2
1	0	2	2	0	0	0	0	0	0	0	1	0	0	2	1
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
0	0	0	2	0	0	0	0	0	0	1	0	0	2	1	1
0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1
0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1
0	0	3	4	1	0	0	0	1	2	1	0	1	1	1	2
40	13	42	29	26	29	43	29	26	20	33	20	40	18	119	74
1	0	6	1	1	1	4	1	3	5	1	3	1	1	6	6
2	2	2	1	3	1	5	9	3	1	5	1	1	1	5	4
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	0	0	2	0	1	0	0	0	1	0
3	5	12	11	2	3	7	11	24	16	16	12	1	2	13	15
1	0	2	0	1	0	0	2	1	0	2	1	0	0	2	1
0	2	4	4	1	1	1	4	10	9	10	2	0	1	8	8
82	18	96	40	49	17	145	38	133	45	142	34	31	5	135	41
0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	1
1	1	0	3	0	0	0	0	1	0	1	0	0	1	2	0
48	29	51	47	45	38	51	58	74	66	60	40	35	30	112	74
0	0	2	1	1	0	0	0	0	1	0	0	0	1	1	0
2	4	4	3	4	3	1	2	2	4	4	3	0	1	3	3
0	0	1	1	0	0	0	0	0	0	1	0	1	0	3	1
0	0	1	2	0	1	1	2	0	0	1	1	0	0	0	1
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
9	3	16	14	5	6	10	14	9	11	14	18	3	1	25	17
2	0	5	0	0	0	2	0	3	0	1	0	0	1	2	0
22	20	41	42	17	19	43	48	31	25	23	36	15	3	40	39
3	1	5	4	1	0	2	4	3	1	1	2	0	1	1	1
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
236	229	437	378	210	219	344	300	231	209	193	129	56	56	261	219
2	6	17	15	10	6	3	0	10	15	5	5	0	2	2	3
4	3	3	2	5	4	1	2	2	6	5	0	0	1	0	0
18	18	16	28	22	22	11	24	23	23	20	12	14	5	31	35
0	0	4	0	2	5	2	3	1	1	1	2	0	0	0	0
1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
368	322	586	493	322	313	486	387	270	244	236	182	59	62	317	260
0	0	4	1	0	0	0	0	0	1	0	1	0	0	1	0
66	53	185	167	37	56	45	34	41	26	43	32	31	20	185	127
36	23	57	64	37	39	34	25	68	64	40	48	18	21	105	121
55	33	87	94	58	51	69	46	113	101	90	100	27	38	163	195
11	22	15	33	15	18	4	13	7	9	12	10	2	5	11	12
2	2	1	2	0	1	0	0	0	0	1	0	0	0	1	0
9	14	17	22	13	11	11	13	10	11	9	13	2	1	11	8
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0	1	0	1	0	0	1	0	3	0	0	0	0	1	0	1
1	2	4	4	1	1	0	0	3	0	4	0	0	0	2	1
0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	3	1	0	0	0	0	1	0	1	0	0	2	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
45	52	66	102	31	51	81	90	52	78	55	81	12	19	94	152
70	97	104	156	50	74	96	121	78	118	81	123	13	25	124	176
7	3	8	12	3	8	17	14	12	9	9	10	2	4	7	19
44	70	76	85	34	46	26	53	47	55	40	55	4	11	55	56
31	9	21	13	16	18	17	16	16	6	16	9	7	3	31	23
88	55	143	101	55	45	60	52	58	33	46	40	14	11	85	60
0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0
0	1	1	2	0	0	4	3	2	4	1	1	0	0	0	1
198	184	239	235	136	151	204	209	288	301	248	261	52	59	323	310
55	31	151	76	50	38	49	26	96	81	110	85	17	11	108	80
1	0	2	0	0	1	0	0	1	3	2	1	0	0	0	0
1	1	4	1	0	1	0	1	1	3	2	2	0	0	0	0
19	15	31	32	9	8	6	12	2	2	6	9	6	2	20	14
81	67	102	111	62	76	165	169	104	93	94	79	41	19	167	141
0	0	2	1	1	0	1	0	2	0	1	1	0	0	1	1
153	45	571	97	143	42	255	59	315	103	289	70	101	21	383	113
66	1	131	15	63	4	103	11	99	9	132	10	16	2	172	17
34	16	86	41	40	20	56	24	91	59	90	49	19	8	88	47
946	936	1115	1074	775	751	1320	1315	643	554	562	538	251	204	1397	1328
162	146	213	199	142	139	180	160	173	211	159	164	47	56	238	253
40	32	98	116	29	31	36	47	44	44	20	30	20	21	63	50
941	933	1112	1066	765	742	1306	1303	614	528	542	510	246	200	1376	1293
14	28	14	32	13	24	26	32	39	53	31	54	8	20	50	82
0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1
1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1
327	334	349	307	369	349	1027	956	230	211	246	243	51	38	319	307
310	279	309	255	329	297	915	832	223	177	233	209	47	43	277	267
278	274	281	246	312	291	864	809	191	183	217	207	38	32	268	269
0	1	0	0	0	0	0	3	0	4	1	2	0	0	4	4
0	1	1	5	1	1	1	2	0	3	1	2	0	1	0	3
1	0	2	0	0	1	0	2	2	0	0	0	0	0	1	0
2	0	1	4	2	0	0	0	0	0	1	1	0	0	1	1
1	0	2	2	0	0	0	0	0	0	2	1	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1	11	4	1	0	0	0	1	2	2	0	0	1	0	2
0	2	15	7	1	0	0	0	2	2	2	0	0	2	0	2
0	0	3	3	0	1	0	0	1	4	4	2	0	0	0	0
0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0
0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	3	0	1	2	3	2	0	0	1	1
0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	2	1	1	0	0	0	0	2	0	0	0	0	1	1
36	27	66	63	27	39	55	58	40	47	28	40	8	11	75	57
2	4	4	5	3	4	4	1	0	7	0	0	0	1	1	1
23	22	27	30	8	24	28	42	27	34	17	30	5	5	50	34
4	1	11	10	10	4	4	6	3	1	1	0	2	1	5	2
8	3	15	12	9	6	8	11	4	1	1	0	2	1	7	3
5	1	9	10	9	4	4	6	2	1	1	0	2	1	6	2
0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
5	14	23	32	5	6	3	8	6	9	3	4	2	1	5	7
2	3	8	8	1	0	0	1	0	0	0	0	0	0	3	1
1	2	8	8	1	0	1	0	2	2	0	0	0	0	0	0
30	23	51	44	24	30	38	49	24	23	36	26	19	21	104	87
0	4	3	3	0	1	0	2	1	0	0	0	0	0	1	2
1	2	1	1	1	3	2	2	0	1	0	2	0	0	2	4
7	4	11	11	6	13	11	14	13	14	13	12	9	4	18	15
23	20	27	34	15	35	23	43	41	39	27	24	20	12	48	45
8	12	7	10	5	12	12	20	11	6	9	4	6	3	17	20
0	1	0	0	0	0	0	0	0	1	1	2	1	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	2	1	2	1	0	2	2
0	1	1	0	0	0	0	0	0	0	1	3	0	0	1	2
0	0	2	4	0	0	0	0	0	1	3	1	0	0	2	1
0	0	1	3	1	0	1	1	0	1	1	0	0	0	3	2
1	0	2	1	0	0	1	0	0	0	1	1	0	1	1	0
1	0	2	1	0	0	0	0	0	0	1	1	0	1	1	0
0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
6	6	10	9	5	4	3	6	8	7	7	7	3	4	9	8
26	16	49	49	14	11	33	35	17	17	12	16	11	5	23	25
0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1
1	2	4	5	4	0	2	1	4	4	4	1	0	2	4	3
0	0	4	4	0	0	2	1	2	0	0	1	0	0	0	0
24	24	54	71	13	15	37	30	10	20	13	11	7	9	21	28
1	2	1	2	0	0	2	2	0	0	2	1	0	0	0	0
1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3	5	4	3	1	2	3	4	5	1	3	4	0	1	3	1
0	0	1	0	0	1	0	0	0	1	0	0	0	1	2	0
0	0	0	0	0	1	0	0	3	0	1	1	1	0	1	3
41	49	81	119	48	40	50	50	66	67	53	40	45	49	130	142
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	3	7	1	3	1	5	1	0	3	2	1	0	6	5
0	0	1	2	0	0	0	0	0	1	1	2	0	0	0	0
4	7	8	14	3	6	7	5	4	8	7	9	1	1	15	12
45	53	88	111	30	61	81	82	73	76	76	85	23	16	119	89
4	1	10	3	4	3	4	7	3	5	0	8	0	0	4	5
0	2	4	6	0	0	2	3	2	0	3	4	0	0	1	2
